Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_state,Geo_county,SE_T001_001,SE_T005_001,SE_T005_002,SE_T005_003,SE_T005_004,SE_T023_001,SE_T038_001,SE_T045_001,SE_T046_001,SE_T046_002,SE_T046_003,SE_T046_004,SE_T046_005,SE_T051_001,SE_T051_002,SE_T051_003
"0022N","22-N","140","4210102214000","42","101",164,164,161,3,0,0,34,35,35,33,2,0,2,33,21,12
"0022O","22-O","140","4210102215000","42","101",1157,1157,1125,32,0,0,357,353,353,345,8,3,5,345,220,125
"0022P","22-P","140","4210102216000","42","101",1706,1706,1653,53,0,31880,445,454,454,444,10,4,6,444,233,211
"0022Q","22-Q","140","4210102217000","42","101",53,53,53,0,0,0,18,18,18,18,0,0,0,18,9,9
"0022R","22-R","140","4210102218000","42","101",1196,1196,1147,49,0,0,180,170,170,170,0,0,0,170,120,50
"0022S","22-S","140","4210102219000","42","101",22,22,22,0,0,0,5,5,5,5,0,0,0,5,1,4
"0022T","22-T","140","4210102220000","42","101",531,531,520,11,0,0,161,173,173,158,15,13,2,158,148,10
"0022U","22-U","140","4210102221000","42","101",4556,4556,4528,22,6,40380,1351,1430,1430,1343,87,68,19,1343,989,354
"0022V","22-V","140","4210102222000","42","101",2184,2184,2165,19,0,43250,669,678,678,660,18,12,6,660,357,303
"0022W","22-W","140","4210102223000","42","101",2508,2508,2471,35,2,49000,757,774,774,761,13,9,4,761,513,248
"0022X","22-X","140","4210102224000","42","101",4077,4077,3357,716,4,41170,1250,1272,1272,1246,26,11,15,1246,475,771
"0022Y","22-Y","140","4210102225000","42","101",6727,6727,4524,2194,9,31980,1876,1901,1901,1869,32,21,11,1869,1327,542
"0022Z","22-Z","140","4210102226000","42","101",9502,9502,8989,499,14,33510,2944,3022,3022,2940,82,55,27,2940,1808,1132
"0022AA","22-AA","140","4210102227000","42","101",5919,5919,4819,1091,9,32950,2149,2222,2222,2157,65,23,42,2157,885,1272
"0022BB","22-BB","140","4210102228000","42","101",2038,2038,2009,29,0,41590,821,834,834,822,12,4,8,822,216,606
"0022CC","22-CC","140","4210102229000","42","101",2496,2496,2399,97,0,34260,936,947,947,937,10,5,5,937,298,639
"0022DD","22-DD","140","4210102230000","42","101",2012,2012,1408,601,3,24200,581,580,580,572,8,1,7,572,196,376
"0022EE","22-EE","140","4210102231000","42","101",6884,6884,4944,1938,2,23380,1821,1844,1844,1808,36,19,17,1808,811,997
"0022FF","22-FF","140","4210102232000","42","101",3538,3538,3278,260,0,38250,954,959,959,950,9,6,3,950,738,212
"0022GG","22-GG","140","4210102233000","42","101",7432,7432,7167,262,3,31000,1811,1863,1863,1809,54,19,35,1809,1172,637
"0022HH","22-HH","140","4210102234000","42","101",7208,7208,6162,1044,2,27550,2043,2096,2096,2045,51,20,31,2045,1281,764
"0022II","22-II","140","4210102235000","42","101",7948,7948,6535,1403,10,28610,2656,2684,2684,2648,36,12,24,2648,1348,1300
"0022JJ","22-JJ","140","4210102236000","42","101",5700,5700,5686,10,4,31010,1800,1842,1842,1795,47,25,22,1795,1028,767
"0022KK","22-KK","140","4210102237000","42","101",5194,5194,4721,468,5,35770,1713,1767,1767,1722,45,32,13,1722,1012,710
"0023A","23-A","140","4210102301000","42","101",1164,1164,1162,2,0,0,314,323,323,318,5,1,4,318,219,99
"0023B","23-B","140","4210102302000","42","101",4661,4661,4659,0,2,36820,1366,1373,1373,1363,10,1,9,1363,1060,303
"0023C","23-C","140","4210102303000","42","101",1667,1667,1665,2,0,0,492,494,494,491,3,3,0,491,404,87
"0023D","23-D","140","4210102304000","42","101",7549,7549,7540,4,5,39600,2370,2399,2399,2367,32,16,16,2367,1855,512
"0023E","23-E","140","4210102305000","42","101",6246,6246,6234,9,3,35970,2216,2272,2272,2212,60,34,26,2212,1165,1047
"0023F","23-F","140","4210102306000","42","101",4841,4841,4811,29,1,27680,1377,1406,1406,1383,23,8,15,1383,834,549
"0023G","23-G","140","4210102307000","42","101",8104,8104,6730,1368,6,27180,2507,2563,2563,2506,57,30,27,2506,1357,1149
"0023H","23-H","140","4210102308000","42","101",5214,5214,5198,15,1,33820,1487,1499,1499,1485,14,9,5,1485,1121,364
"0023I","23-I","140","4210102309000","42","101",5837,5837,5640,195,2,28210,1688,1740,1740,1695,45,11,34,1695,916,779
"0023J","23-J","140","4210102310000","42","101",1765,1765,724,1038,3,0,428,433,433,429,4,1,3,429,124,305
"0023K","23-K","140","4210102311000","42","101",4791,4791,4787,1,3,30540,1277,1317,1317,1288,29,11,18,1288,995,293
"0024A","24-A","140","4210102401000","42","101",609,609,608,1,0,0,46,49,49,46,3,3,0,46,17,29
"0024B","24-B","140","4210102402000","42","101",10195,10195,9063,1130,2,25950,3187,3274,3274,3160,114,80,34,3160,1209,1951
"0024C","24-C","140","4210102403000","42","101",14282,14282,3856,10402,24,20070,3764,3846,3846,3747,99,63,36,3747,1412,2335
"0024D","24-D","140","4210102404000","42","101",13596,13596,1888,11698,10,20270,3302,3400,3400,3322,78,29,49,3322,1068,2254
"0024E","24-E","140","4210102405000","42","101",5798,5798,2320,3473,5,21850,1463,1543,1543,1475,68,35,33,1475,417,1058
"0024F","24-F","140","4210102406000","42","101",13588,13588,7927,5619,42,17980,4148,4327,4327,4134,193,129,64,4134,779,3355
"0024G","24-G","140","4210102407000","42","101",5323,5323,896,4418,9,17870,1580,1617,1617,1572,45,16,29,1572,485,1087
"0025A","25-A","140","4210102501000","42","101",10692,10692,10681,1,10,28850,3151,3246,3246,3135,111,64,47,3135,1815,1320
"0025B","25-B","140","4210102502000","42","101",10665,10665,10192,468,5,33240,2741,2784,2784,2736,48,23,25,2736,2085,651
"0025C","25-C","140","4210102503000","42","101",14568,14568,14547,5,16,32480,3762,3818,3818,3759,59,28,31,3759,2867,892
"0025D","25-D","140","4210102504000","42","101",1136,1136,1119,11,6,0,262,267,267,262,5,3,2,262,176,86
"0026A","26-A","140","4210102601000","42","101",2809,2809,576,2228,5,16500,835,853,853,836,17,6,11,836,270,566
"0026B","26-B","140","4210102602000","42","101",7677,7677,6388,1285,4,24920,2047,2103,2103,2059,44,25,19,2059,956,1103
"0026C","26-C","140","4210102603000","42","101",9070,9070,8562,506,2,32920,2251,2300,2300,2260,40,20,20,2260,1430,830
"0026D","26-D","140","4210102604000","42","101",13621,13621,11577,2033,11,29970,3572,3628,3628,3549,79,53,26,3549,2209,1340
"0026E","26-E","140","4210102605000","42","101",19192,19192,19171,9,12,31530,5062,5138,5138,5072,66,37,29,5072,3432,1640
"0026F","26-F","140","4210102606000","42","101",4148,4148,1478,2668,2,24080,861,874,874,863,11,4,7,863,173,690
"0027A","27-A","140","4210102701000","42","101",3989,3989,3329,604,56,15410,994,1060,1060,1001,59,31,28,1001,158,843
"0027B","27-B","140","4210102702000","42","101",9499,9499,8391,1028,80,17260,3239,3379,3379,3248,131,83,48,3248,415,2833
"0027C","27-C","140","4210102703000","42","101",9443,9443,8988,434,21,26900,3853,3934,3934,3833,101,65,36,3833,637,3196
"0027D","27-D","140","4210102704000","42","101",3045,3045,1731,1307,7,22680,1039,1083,1083,1046,37,18,19,1046,158,888
"0027E","27-E","140","4210102705000","42","101",4094,4094,3344,737,13,3560,25,25,25,25,0,0,0,25,20,5
"0028A","28-A","140","4210102801000","42","101",11903,11903,6896,4956,51,24320,3416,3507,3507,3395,112,59,53,3395,1865,1530
"0028B","28-B","140","4210102802000","42","101",11584,11584,2654,8916,14,22520,3104,3184,3184,3116,68,24,44,3116,1530,1586
"0028C","28-C","140","4210102803000","42","101",16604,16604,12607,3979,18,26510,4762,4861,4861,4755,106,57,49,4755,2619,2136
"0028D","28-D","140","4210102804000","42","101",6660,6660,6657,1,2,30500,2121,2155,2155,2113,42,12,30,2113,1275,838
"0028E","28-E","140","4210102805000","42","101",4024,4024,1827,2188,9,23350,1296,1338,1338,1296,42,23,19,1296,477,819
"0029A","29-A","140","4210102901000","42","101",11800,11800,6029,5760,11,21500,3513,3628,3628,3521,107,65,42,3521,1552,1969
"0029B","29-B","140","4210102902000","42","101",13,13,13,0,0,0,4,5,5,5,0,0,0,5,0,5
"0029C","29-C","140","4210102903000","42","101",10188,10188,9697,488,3,30000,3040,3143,3143,3052,91,38,53,3052,1780,1272
"0029D","29-D","140","4210102904000","42","101",8332,8332,1984,6346,2,20350,2067,2131,2131,2077,54,34,20,2077,837,1240
"0030A","30-A","140","4210103001000","42","101",16515,16515,519,15969,27,12980,5221,5281,5281,5206,75,24,51,5206,853,4353
"0030B","30-B","140","4210103002000","42","101",10693,10693,2843,7820,30,15040,2842,2865,2865,2840,25,7,18,2840,970,1870
"0031A","31-A","140","4210103101000","42","101",11840,11840,11822,5,13,26750,3425,3589,3589,3439,150,68,82,3439,1778,1661
"0031B","31-B","140","4210103102000","42","101",9071,9071,9063,1,7,30540,2461,2543,2543,2456,87,40,47,2456,1685,771
"0031C","31-C","140","4210103103000","42","101",3297,3297,3297,0,0,31480,866,896,896,870,26,13,13,870,644,226
"0032A","32-A","140","4210103201000","42","101",9571,9571,260,9303,8,16530,2935,3059,3059,2950,109,38,71,2950,289,2661
"0032B","32-B","140","4210103202000","42","101",3448,3448,2156,1284,8,10680,1063,1108,1108,1061,47,44,3,1061,80,981
"0032C","32-C","140","4210103203000","42","101",14351,14351,2301,12028,22,19750,4770,4933,4933,4773,160,86,74,4773,931,3842
"0032D","32-D","140","4210103204000","42","101",15678,15678,224,15443,11,17800,4563,4756,4756,4589,167,82,85,4589,1112,3477
"0032E","32-E","140","4210103205000","42","101",17799,17799,10967,6814,18,24550,5293,5383,5383,5244,139,87,52,5244,2170,3074
"0032F","32-F","140","4210103206000","42","101",13,13,13,0,0,0,4,4,4,4,0,0,0,4,0,4
"0033A","33-A","140","4210103301000","42","101",2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"0033B","33-B","140","4210103302000","42","101",7906,7906,7892,3,11,37170,2288,2296,2296,2278,18,4,14,2278,1568,710
"0033C","33-C","140","4210103303000","42","101",4651,4651,4646,4,1,36760,1324,1403,1403,1326,77,32,45,1326,1097,229
"0033D","33-D","140","4210103304000","42","101",496,496,496,0,0,0,139,142,142,139,3,0,3,139,33,106
"0033E","33-E","140","4210103305000","42","101",609,609,492,116,1,0,46,46,46,45,1,0,1,45,36,9
"0033F","33-F","140","4210103306000","42","101",3333,3333,3317,16,0,32140,988,1002,1002,983,19,11,8,983,691,292
"0033G","33-G","140","4210103307000","42","101",11127,11127,11107,11,9,31550,3251,3290,3290,3240,50,21,29,3240,2321,919
"0033H","33-H","140","4210103308000","42","101",8700,8700,8696,3,1,32410,2466,2480,2480,2446,34,13,21,2446,1809,637
"0033I","33-I","140","4210103309000","42","101",14555,14555,14527,6,22,30750,4176,4256,4256,4162,94,30,64,4162,2792,1370
"0033J","33-J","140","4210103310000","42","101",13157,13157,13136,13,8,31410,3795,3851,3851,3783,68,26,42,3783,2623,1160
"0033K","33-K","140","4210103311000","42","101",2392,2392,2381,1,10,28750,743,772,772,751,21,10,11,751,408,343
"0034A","34-A","140","4210103401000","42","101",3130,3130,3100,29,1,50190,760,786,786,762,24,22,2,762,428,334
"0034B","34-B","140","4210103402000","42","101",1658,1658,1601,57,0,0,462,471,471,462,9,8,1,462,327,135
"0034C","34-C","140","4210103403000","42","101",1923,1923,1907,15,1,56250,511,518,518,510,8,6,2,510,354,156
"0034D","34-D","140","4210103404000","42","101",3512,3512,3503,8,1,50630,984,994,994,978,16,13,3,978,833,145
"0034E","34-E","140","4210103405000","42","101",4833,4833,4820,11,2,48750,1313,1327,1327,1311,16,14,2,1311,1179,132
"0034F","34-F","140","4210103406000","42","101",7329,7329,7310,19,0,38110,2102,2148,2148,2108,40,20,20,2108,1450,658
"0034G","34-G","140","4210103407000","42","101",12,12,12,0,0,0,2,0,0,0,0,0,0,0,0,0
"0034H","34-H","140","4210103408000","42","101",15849,15849,10889,4940,20,31010,4247,4266,4266,4233,33,19,14,4233,3130,1103
"0034I","34-I","140","4210103409000","42","101",20283,20283,17212,3057,14,33150,6054,6086,6086,6027,59,28,31,6027,3990,2037
"0034J","34-J","140","4210103410000","42","101",3698,3698,3653,41,4,37030,1116,1116,1116,1101,15,6,9,1101,566,535
"0034K","34-K","140","4210103411000","42","101",279,279,274,5,0,0,64,66,66,63,3,2,1,63,61,2
"0034L","34-L","140","4210103412000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0034M","34-M","140","4210103413000","42","101",12784,12784,12773,7,4,36000,3210,3256,3256,3225,31,11,20,3225,2672,553
"0034N","34-N","140","4210103414000","42","101",6471,6471,6448,21,2,46470,1885,1903,1903,1883,20,7,13,1883,1797,86
"0034O","34-O","140","4210103415000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0034P","34-P","140","4210103416000","42","101",13040,13040,6367,6644,29,25520,3526,3552,3552,3502,50,28,22,3502,2379,1123
"0034Q","34-Q","140","4210103417000","42","101",12266,12266,1444,10813,9,21320,3352,3393,3393,3357,36,15,21,3357,2034,1323
"0035A","35-A","140","4210103501000","42","101",240,240,217,23,0,0,44,46,46,40,6,2,4,40,34,6
"0035B","35-B","140","4210103502000","42","101",132,132,131,1,0,0,38,39,39,38,1,1,0,38,22,16
"0035C","35-C","140","4210103503000","42","101",6015,6015,4728,1280,7,0,7,7,7,7,0,0,0,7,4,3
"0035D","35-D","140","4210103504000","42","101",516,516,514,0,2,0,147,156,156,145,11,5,6,145,106,39
"0035E","35-E","140","4210103505000","42","101",822,822,822,0,0,0,251,266,266,250,16,6,10,250,213,37
"0035F","35-F","140","4210103506000","42","101",10,10,10,0,0,0,3,3,3,3,0,0,0,3,2,1
"0035G","35-G","140","4210103507000","42","101",356,356,355,1,0,0,107,117,117,108,9,1,8,108,59,49
"0035H","35-H","140","4210103508000","42","101",29,29,24,5,0,0,6,7,7,6,1,0,1,6,3,3
"0035I","35-I","140","4210103509000","42","101",109,109,109,0,0,0,31,32,32,32,0,0,0,32,25,7
"0035J","35-J","140","4210103510000","42","101",5213,5213,5195,14,4,31030,1346,1353,1353,1347,6,2,4,1347,12,1335
"0035K","35-K","140","4210103511000","42","101",323,323,323,0,0,0,90,91,91,88,3,0,3,88,74,14
"0035L","35-L","140","4210103512000","42","101",221,221,210,11,0,0,60,60,60,60,0,0,0,60,47,13
"0035M","35-M","140","4210103513000","42","101",81,81,78,1,2,0,20,23,23,20,3,0,3,20,2,18
"0035N","35-N","140","4210103514000","42","101",380,380,379,1,0,0,105,117,117,103,14,0,14,103,86,17
"0035O","35-O","140","4210103515000","42","101",146,146,146,0,0,0,44,49,49,45,4,3,1,45,41,4
"0035P","35-P","140","4210103516000","42","101",181,181,181,0,0,0,53,57,57,53,4,1,3,53,48,5
"0035Q","35-Q","140","4210103517000","42","101",1279,1279,1279,0,0,0,380,387,387,379,8,2,6,379,291,88
"0035R","35-R","140","4210103518000","42","101",159,159,159,0,0,0,45,45,45,44,1,1,0,44,28,16
"0035S","35-S","140","4210103519000","42","101",5290,5290,5129,161,0,37120,1295,1307,1307,1293,14,9,5,1293,298,995
"0035T","35-T","140","4210103520000","42","101",277,277,144,133,0,0,69,79,79,71,8,2,6,71,60,11
"0035U","35-U","140","4210103521000","42","101",218,218,218,0,0,0,65,69,69,65,4,1,3,65,40,25
"0035V","35-V","140","4210103522000","42","101",100,100,100,0,0,0,9,11,11,11,0,0,0,11,0,11
"0035W","35-W","140","4210103523000","42","101",1003,1003,994,7,2,0,155,161,161,154,7,1,6,154,134,20
"0035X","35-X","140","4210103524000","42","101",117,117,115,0,2,0,15,17,17,17,0,0,0,17,12,5
"0035Y","35-Y","140","4210103525000","42","101",1690,1690,1687,2,1,38330,479,496,496,485,11,8,3,485,402,83
"0035Z","35-Z","140","4210103526000","42","101",1964,1964,1964,0,0,42340,576,592,592,584,8,1,7,584,424,160
"0035AA","35-AA","140","4210103527000","42","101",561,561,561,0,0,0,172,184,184,171,13,11,2,171,150,21
"0035BB","35-BB","140","4210103528000","42","101",53,53,53,0,0,0,18,22,22,18,4,3,1,18,14,4
"0035CC","35-CC","140","4210103529000","42","101",1336,1336,1336,0,0,0,368,370,370,367,3,0,3,367,302,65
"0035DD","35-DD","140","4210103530000","42","101",1514,1514,1514,0,0,0,433,443,443,435,8,7,1,435,397,38
"0035EE","35-EE","140","4210103531000","42","101",539,539,538,1,0,0,164,168,168,165,3,0,3,165,140,25
"0035FF","35-FF","140","4210103532000","42","101",3268,3268,3263,5,0,40760,897,906,906,888,18,2,16,888,757,131
"0035GG","35-GG","140","4210103533000","42","101",6262,6262,6259,3,0,39620,1845,1856,1856,1836,20,15,5,1836,1598,238
"0035HH","35-HH","140","4210103534000","42","101",1393,1393,1393,0,0,0,357,382,382,356,26,26,0,356,226,130
"0035II","35-II","140","4210103535000","42","101",303,303,302,1,0,0,103,101,101,101,0,0,0,101,92,9
"0035JJ","35-JJ","140","4210103536000","42","101",1116,1116,1116,0,0,0,311,318,318,308,10,0,10,308,281,27
"0035KK","35-KK","140","4210103537000","42","101",3676,3676,3676,0,0,37710,1116,1130,1130,1122,8,3,5,1122,914,208
"0035LL","35-LL","140","4210103538000","42","101",925,925,925,0,0,0,272,280,280,274,6,4,2,274,199,75
"0035MM","35-MM","140","4210103539000","42","101",281,281,262,19,0,0,59,58,58,58,0,0,0,58,54,4
"0035NN","35-NN","140","4210103540000","42","101",2285,2285,2285,0,0,43440,688,694,694,687,7,2,5,687,506,181
"0035OO","35-OO","140","4210103541000","42","101",1667,1667,1667,0,0,0,488,502,502,489,13,11,2,489,447,42
"0035PP","35-PP","140","4210103542000","42","101",3266,3266,3264,2,0,44310,938,954,954,935,19,8,11,935,820,115
"0035QQ","35-QQ","140","4210103543000","42","101",6987,6987,6978,3,6,41830,2080,2418,2418,2084,334,300,34,2084,1788,296
"0035RR","35-RR","140","4210103544000","42","101",11756,11756,11753,1,2,42870,3387,3410,3410,3358,52,27,25,3358,2753,605
"0035SS","35-SS","140","4210103545000","42","101",5364,5364,5363,1,0,39290,1530,1536,1536,1529,7,4,3,1529,1350,179
"0035TT","35-TT","140","4210103546000","42","101",10358,10358,10346,12,0,42770,3025,3049,3049,3001,48,12,36,3001,2409,592
"0035UU","35-UU","140","4210103547000","42","101",7799,7799,7792,4,3,43470,2237,2326,2326,2234,92,71,21,2234,1903,331
"0035VV","35-VV","140","4210103548000","42","101",6101,6101,6100,1,0,39320,1739,1750,1750,1730,20,9,11,1730,1281,449
"0035WW","35-WW","140","4210103549000","42","101",4111,4111,4111,0,0,41770,1193,1201,1201,1188,13,0,13,1188,1020,168
"0035XX","35-XX","140","4210103550000","42","101",6743,6743,6738,2,3,38490,1954,1992,1992,1953,39,31,8,1953,1501,452
"0035YY","35-YY","140","4210103551000","42","101",14729,14729,14710,4,15,36510,3895,3852,3852,3819,33,9,24,3819,2593,1226
"0035ZZ","35-ZZ","140","4210103552000","42","101",5260,5260,5258,2,0,45330,1536,1598,1598,1548,50,39,11,1548,1256,292
"0035AAA","35-AAA","140","4210103553000","42","101",4820,4820,4818,0,2,38450,1304,1559,1559,1317,242,55,187,1317,1169,148
"0035BBB","35-BBB","140","4210103554000","42","101",845,845,845,0,0,0,270,285,285,271,14,7,7,271,153,118
"0035CCC","35-CCC","140","4210103555000","42","101",4210,4210,4205,3,2,37210,1167,1171,1171,1165,6,2,4,1165,740,425
"0035DDD","35-DDD","140","4210103556000","42","101",2743,2743,2741,2,0,40130,669,658,658,657,1,1,0,657,505,152
"0035EEE","35-EEE","140","4210103557000","42","101",1316,1316,1315,1,0,0,408,413,413,406,7,4,3,406,360,46
"0036A","36-A","140","4210103601000","42","101",2632,2632,78,2551,3,15830,811,822,822,815,7,1,6,815,286,529
"0036B","36-B","140","4210103602000","42","101",14445,14445,4284,10067,94,21250,3857,3889,3889,3828,61,21,40,3828,1684,2144
"0036C","36-C","140","4210103603000","42","101",16413,16413,10288,6104,21,26770,3944,3983,3983,3930,53,29,24,3930,2335,1595
"0036D","36-D","140","4210103604000","42","101",13412,13412,11957,1445,10,32760,3266,3329,3329,3269,60,28,32,3269,2077,1192
"0036E","36-E","140","4210103605000","42","101",5884,5884,3415,2456,13,21840,1432,1454,1454,1433,21,17,4,1433,261,1172
"0037A","37-A","140","4210103701000","42","101",2620,2620,2562,54,4,21980,763,761,761,737,24,9,15,737,282,455
"0037B","37-B","140","4210103702000","42","101",7046,7046,7037,2,7,26100,2247,2281,2281,2209,72,37,35,2209,1217,992
"0037C","37-C","140","4210103703000","42","101",1358,1358,1090,262,6,22120,410,417,417,403,14,10,4,403,133,270
"0037D","37-D","140","4210103704000","42","101",2977,2977,1240,1696,41,18960,783,810,810,782,28,20,8,782,318,464
"0037E","37-E","140","4210103705000","42","101",703,703,405,297,1,0,230,232,232,232,0,0,0,232,42,190
"0037F","37-F","140","4210103706000","42","101",6900,6900,4828,2061,11,23110,2162,2229,2229,2162,67,45,22,2162,975,1187
"0038A","38-A","140","4210103801000","42","101",8298,8298,8197,94,7,31600,2273,2315,2315,2280,35,19,16,2280,1026,1254
"0038B","38-B","140","4210103802000","42","101",528,528,224,304,0,0,118,121,121,120,1,0,1,120,91,29
"0038C","38-C","140","4210103803000","42","101",1247,1247,1228,15,4,65710,391,394,394,389,5,4,1,389,219,170
"0038D","38-D","140","4210103804000","42","101",2935,2935,2922,8,5,33100,786,799,799,785,14,6,8,785,602,183
"0038E","38-E","140","4210103805000","42","101",4997,4997,4978,2,17,34500,1454,1478,1478,1455,23,11,12,1455,956,499
"0038F","38-F","140","4210103806000","42","101",9708,9708,9697,4,7,34340,2561,2618,2618,2577,41,26,15,2577,2009,568
"0038G","38-G","140","4210103807000","42","101",11611,11611,10274,1333,4,27420,3747,3890,3890,3751,139,75,64,3751,1611,2140
"0038H","38-H","140","4210103808000","42","101",16468,16468,12391,4020,57,23310,5292,5435,5435,5261,174,96,78,5261,2264,2997
"0038I","38-I","140","4210103809000","42","101",6557,6557,6294,260,3,32420,1818,1873,1873,1821,52,21,31,1821,1108,713
"0038J","38-J","140","4210103810000","42","101",13797,13797,13694,92,11,33510,3814,3859,3859,3820,39,18,21,3820,3019,801
"0038K","38-K","140","4210103811000","42","101",370,370,370,0,0,0,96,96,96,93,3,3,0,93,0,93
"0039A","39-A","140","4210103901000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0039B","39-B","140","4210103902000","42","101",17703,17703,17293,402,8,31840,4658,4697,4697,4637,60,22,38,4637,3406,1231
"0039C","39-C","140","4210103903000","42","101",21386,21386,19935,1445,6,29700,5776,5915,5915,5766,149,74,75,5766,3656,2110
"0039D","39-D","140","4210103904000","42","101",17107,17107,17070,18,19,32550,4288,4329,4329,4276,53,24,29,4276,3121,1155
"0039E","39-E","140","4210103905000","42","101",6017,6017,5862,142,13,34590,1571,1602,1602,1566,36,11,25,1566,1315,251
"0039F","39-F","140","4210103906000","42","101",107,107,103,2,2,0,11,11,11,11,0,0,0,11,2,9
"0039G","39-G","140","4210103907000","42","101",3,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0
"0039H","39-H","140","4210103908000","42","101",236,236,234,2,0,0,57,59,59,59,0,0,0,59,52,7
"0039I","39-I","140","4210103909000","42","101",80,80,80,0,0,0,22,22,22,22,0,0,0,22,17,5
"0039J","39-J","140","4210103910000","42","101",118,118,118,0,0,0,28,29,29,28,1,0,1,28,6,22
"0039K","39-K","140","4210103911000","42","101",3909,3909,3720,169,20,13320,83,85,85,83,2,0,2,83,0,83
"0040A","40-A","140","4210104001000","42","101",479,479,30,449,0,0,117,123,123,122,1,0,1,122,59,63
"0040B","40-B","140","4210104002000","42","101",9059,9059,6067,2982,10,27970,2370,2423,2423,2372,51,18,33,2372,1350,1022
"0040C","40-C","140","4210104003000","42","101",5200,5200,5197,0,3,36730,1520,1551,1551,1519,32,22,10,1519,947,572
"0040D","40-D","140","4210104004000","42","101",9732,9732,9726,4,2,36700,3026,3038,3038,3013,25,12,13,3013,2133,880
"0040E","40-E","140","4210104005000","42","101",12846,12846,12830,10,6,34680,3452,3465,3465,3447,18,7,11,3447,2798,649
"0040F","40-F","140","4210104006000","42","101",8448,8448,8432,16,0,34090,2291,2380,2380,2297,83,62,21,2297,1774,523
"0040G","40-G","140","4210104007000","42","101",2115,2115,2115,0,0,33930,513,513,513,513,0,0,0,513,0,513
"0040H","40-H","140","4210104008000","42","101",1019,1019,1019,0,0,0,234,233,233,233,0,0,0,233,198,35
"0040I","40-I","140","4210104009000","42","101",10180,10180,10174,4,2,36520,2501,2516,2516,2494,22,13,9,2494,1972,522
"0040J","40-J","140","4210104010000","42","101",6035,6035,6034,1,0,38210,1636,1650,1650,1630,20,14,6,1630,1183,447
"0040K","40-K","140","4210104011000","42","101",5744,5744,5314,430,0,32500,1451,1459,1459,1446,13,3,10,1446,1164,282
"0040L","40-L","140","4210104012000","42","101",13676,13676,13668,7,1,34560,3746,3761,3761,3729,32,14,18,3729,3005,724
"0040M","40-M","140","4210104013000","42","101",22,22,21,1,0,0,6,6,6,6,0,0,0,6,0,6
"0040N","40-N","140","4210104014000","42","101",8192,8192,8142,48,2,39240,2130,2154,2154,2127,27,3,24,2127,1800,327
"0040O","40-O","140","4210104015000","42","101",3906,3906,3179,722,5,25970,859,854,854,848,6,4,2,848,450,398
"0040P","40-P","140","4210104016000","42","101",2851,2851,2788,63,0,34090,693,696,696,683,13,1,12,683,516,167
"0040Q","40-Q","140","4210104017000","42","101",1985,1985,1344,635,6,31250,443,463,463,446,17,13,4,446,344,102
