Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T061_001,SE_T061_002,SE_T061_003,SE_T062_001,SE_T062_002,SE_T062_003,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T072_001,SE_T055_010
Census Tract 5012.02,"Census Tract 5012.02, Gloucester County, New Jersey",34015501202,140,0,34,15,19,,501202,4787,4787,4434,132,2,156,0,5,58,1524,1415,51,1,49,0,0,8,1524,16,1508,1524,1401,123,1549,1524,1493,31,1549,1524,25,150,109
Census Tract 5012.03,"Census Tract 5012.03, Gloucester County, New Jersey",34015501203,140,0,34,15,19,,501203,3369,3369,3219,57,4,39,0,18,32,1271,1223,21,3,10,0,5,9,1271,30,1241,1271,1201,70,1304,1271,1179,92,1304,1271,33,341,96
Census Tract 5012.04,"Census Tract 5012.04, Gloucester County, New Jersey",34015501204,140,0,34,15,19,,501204,3857,3857,3560,150,0,73,4,20,50,1310,1228,46,0,22,0,7,7,1310,33,1277,1310,1206,104,1330,1310,1265,45,1330,1310,20,208,136
Census Tract 5012.05,"Census Tract 5012.05, Gloucester County, New Jersey",34015501205,140,0,34,15,19,,501205,2958,2958,2538,173,3,147,1,32,64,988,869,64,1,38,0,5,11,988,29,959,988,847,141,1023,988,871,117,1023,988,35,239,136
Census Tract 5012.06,"Census Tract 5012.06, Gloucester County, New Jersey",34015501206,140,0,34,15,19,,501206,3940,3940,3412,243,8,128,4,37,108,1501,1302,114,4,44,1,8,28,1501,46,1455,1501,1273,228,1578,1501,991,510,1578,1501,77,490,195
Census Tract 5012.08,"Census Tract 5012.08, Gloucester County, New Jersey",34015501208,140,0,34,15,19,,501208,3984,3984,3678,106,1,148,0,19,32,1700,1596,47,0,40,0,5,12,1700,22,1678,1700,1581,119,1776,1700,1479,221,1776,1700,76,591,76
Census Tract 5012.09,"Census Tract 5012.09, Gloucester County, New Jersey",34015501209,140,0,34,15,19,,501209,7022,7022,5482,869,12,365,0,107,187,2775,2203,378,6,109,0,47,32,2775,118,2657,2775,2148,627,2862,2775,1530,1245,2862,2775,87,862,365
Census Tract 5012.10,"Census Tract 5012.10, Gloucester County, New Jersey",34015501210,140,0,34,15,19,,501210,3698,3698,3319,136,6,139,0,35,63,1170,1051,56,3,43,0,4,13,1170,21,1149,1170,1037,133,1187,1170,1138,32,1187,1170,17,122,117
Census Tract 5012.12,"Census Tract 5012.12, Gloucester County, New Jersey",34015501212,140,0,34,15,19,,501212,3927,3927,3050,517,5,161,0,78,116,1367,1099,174,1,52,0,24,17,1367,55,1312,1367,1073,294,1429,1367,1164,203,1429,1367,62,306,240
Census Tract 5012.13,"Census Tract 5012.13, Gloucester County, New Jersey",34015501213,140,0,34,15,19,,501213,4763,4763,4251,181,7,223,0,39,62,1706,1538,72,2,74,0,8,12,1706,40,1666,1706,1509,197,1762,1706,1454,252,1762,1706,56,437,183
Census Tract 5013.01,"Census Tract 5013.01, Gloucester County, New Jersey",34015501301,140,0,34,15,19,,501301,3503,3503,3381,44,0,23,3,11,41,1348,1315,13,0,9,0,4,7,1348,21,1327,1348,1298,50,1409,1348,1076,272,1409,1348,61,384,85
Census Tract 5013.02,"Census Tract 5013.02, Gloucester County, New Jersey",34015501302,140,0,34,15,19,,501302,2780,2780,2636,33,4,13,0,33,61,1136,1093,13,3,4,0,10,13,1136,24,1112,1136,1078,58,1229,1136,754,382,1229,1136,93,420,102
Census Tract 5013.03,"Census Tract 5013.03, Gloucester County, New Jersey",34015501303,140,0,34,15,19,,501303,2728,2728,2641,26,4,20,0,14,23,1005,980,7,4,7,0,3,4,1005,11,994,1005,972,33,1067,1005,722,283,1067,1005,62,358,35
Census Tract 5014.02,"Census Tract 5014.02, Gloucester County, New Jersey",34015501402,140,0,34,15,19,,501402,3564,3564,1916,1222,9,48,2,218,149,1098,590,412,4,10,1,48,33,1098,96,1002,1098,563,535,1242,1098,523,575,1242,1098,144,454,436
Census Tract 5014.03,"Census Tract 5014.03, Gloucester County, New Jersey",34015501403,140,0,34,15,19,,501403,3742,3742,2570,815,1,81,4,137,134,1391,1020,282,1,28,0,33,27,1391,73,1318,1391,997,394,1488,1391,1053,338,1488,1391,97,380,300
Census Tract 5014.04,"Census Tract 5014.04, Gloucester County, New Jersey",34015501404,140,0,34,15,19,,501404,2895,2895,2493,228,3,65,3,51,52,548,495,25,1,12,1,6,8,548,21,527,548,483,65,578,548,204,344,578,548,30,367,155
Census Tract 5014.05,"Census Tract 5014.05, Gloucester County, New Jersey",34015501405,140,0,34,15,19,,501405,3870,3870,3151,411,2,204,0,47,55,1360,1147,142,1,51,0,11,8,1360,44,1316,1360,1116,244,1392,1360,1239,121,1392,1360,32,343,149
Census Tract 5014.06,"Census Tract 5014.06, Gloucester County, New Jersey",34015501406,140,0,34,15,19,,501406,4508,4508,3293,793,6,136,1,127,152,1761,1326,305,0,50,0,41,39,1761,106,1655,1761,1278,483,1890,1761,1000,761,1890,1761,129,640,338
Census Tract 5015,"Census Tract 5015, Gloucester County, New Jersey",34015501500,140,0,34,15,19,,501500,8179,8179,6120,1473,30,147,2,130,277,2916,2284,511,9,38,1,34,39,2916,128,2788,2916,2212,704,3128,2916,2284,632,3128,2916,212,811,487
Census Tract 5016.03,"Census Tract 5016.03, Gloucester County, New Jersey",34015501603,140,0,34,15,19,,501603,6545,6545,5561,597,5,119,2,135,126,2625,2289,243,4,33,1,32,23,2625,92,2533,2625,2242,383,2740,2625,1986,639,2740,2625,115,853,353
Census Tract 5016.04,"Census Tract 5016.04, Gloucester County, New Jersey",34015501604,140,0,34,15,19,,501604,7654,7654,5951,1189,19,155,0,125,215,2586,2039,413,7,46,0,38,43,2586,100,2486,2586,1987,599,2727,2586,1908,678,2727,2586,141,665,403
Census Tract 5016.05,"Census Tract 5016.05, Gloucester County, New Jersey",34015501605,140,0,34,15,19,,501605,4519,4519,3591,663,12,72,0,75,106,1757,1460,232,7,17,0,26,15,1757,47,1710,1757,1444,313,1847,1757,1500,257,1847,1757,90,564,203
Census Tract 5016.06,"Census Tract 5016.06, Gloucester County, New Jersey",34015501606,140,0,34,15,19,,501606,6911,6911,5363,1083,15,165,1,104,180,2262,1826,333,5,41,0,21,36,2262,63,2199,2262,1792,470,2345,2262,2078,184,2345,2262,83,425,307
Census Tract 5016.08,"Census Tract 5016.08, Gloucester County, New Jersey",34015501608,140,0,34,15,19,,501608,5126,5126,4213,564,12,132,1,66,138,1986,1699,196,4,37,1,22,27,1986,68,1918,1986,1661,325,2065,1986,1691,295,2065,1986,79,640,265
Census Tract 5016.09,"Census Tract 5016.09, Gloucester County, New Jersey",34015501609,140,0,34,15,19,,501609,5374,5374,4010,964,10,232,1,52,105,1599,1246,265,4,54,0,15,15,1599,59,1540,1599,1210,389,1663,1599,1515,84,1663,1599,64,218,264
Census Tract 5017.01,"Census Tract 5017.01, Gloucester County, New Jersey",34015501701,140,0,34,15,19,,501701,5381,5381,4656,500,9,85,1,42,88,1772,1578,148,4,19,0,10,13,1772,37,1735,1772,1557,215,1836,1772,1669,103,1836,1772,64,320,181
Census Tract 5017.02,"Census Tract 5017.02, Gloucester County, New Jersey",34015501702,140,0,34,15,19,,501702,2616,2616,2397,122,6,24,0,27,40,911,846,42,2,5,0,6,10,911,15,896,911,838,73,955,911,838,73,955,911,44,196,95
Census Tract 5017.03,"Census Tract 5017.03, Gloucester County, New Jersey",34015501703,140,0,34,15,19,,501703,4650,4650,4008,386,9,70,0,78,99,1659,1448,137,5,17,0,26,26,1659,83,1576,1659,1402,257,1724,1659,1416,243,1724,1659,65,397,306
Census Tract 5017.04,"Census Tract 5017.04, Gloucester County, New Jersey",34015501704,140,0,34,15,19,,501704,4173,4173,3815,200,10,34,4,27,83,1507,1404,65,3,7,1,7,20,1507,41,1466,1507,1370,137,1589,1507,1316,191,1589,1507,82,372,173
Census Tract 5018,"Census Tract 5018, Gloucester County, New Jersey",34015501800,140,0,34,15,19,,501800,1553,1553,1470,34,4,5,0,15,25,579,557,12,2,1,0,4,3,579,28,551,579,534,45,626,579,475,104,626,579,47,126,102
Census Tract 5019,"Census Tract 5019, Gloucester County, New Jersey",34015501900,140,0,34,15,19,,501900,4217,4217,3363,623,22,27,0,72,110,1475,1206,217,6,10,0,17,19,1475,38,1437,1475,1198,277,1577,1475,1320,155,1577,1475,102,357,215
Census Tract 5020.01,"Census Tract 5020.01, Gloucester County, New Jersey",34015502001,140,0,34,15,19,,502001,5641,5641,5105,215,5,208,0,24,84,1709,1560,85,1,43,0,5,15,1709,36,1673,1709,1533,176,1763,1709,1477,232,1763,1709,54,231,164
Census Tract 5020.02,"Census Tract 5020.02, Gloucester County, New Jersey",34015502002,140,0,34,15,19,,502002,6776,6776,6141,260,6,212,0,35,122,2233,2085,75,0,47,0,8,18,2233,42,2191,2233,2052,181,2326,2233,2055,178,2326,2233,93,397,210
Census Tract 5021,"Census Tract 5021, Gloucester County, New Jersey",34015502100,140,0,34,15,19,,502100,3161,3161,2895,160,0,38,1,30,37,1019,951,47,0,7,0,5,9,1019,18,1001,1019,938,81,1055,1019,969,50,1055,1019,36,157,98
Census Tract 5022,"Census Tract 5022, Gloucester County, New Jersey",34015502200,140,0,34,15,19,,502200,10200,10200,8276,1017,13,614,0,80,200,3141,2620,309,5,155,0,18,34,3141,79,3062,3141,2571,570,3275,3141,2834,307,3275,3141,134,411,365
Census Tract 5023,"Census Tract 5023, Gloucester County, New Jersey",34015502300,140,0,34,15,19,,502300,2584,2584,1804,388,15,35,2,245,95,938,706,146,6,10,0,52,18,938,94,844,938,675,263,1004,938,611,327,1004,938,66,293,441
Census Tract 5024,"Census Tract 5024, Gloucester County, New Jersey",34015502400,140,0,34,15,19,,502400,6042,6042,4926,755,9,154,1,68,129,2087,1734,271,3,41,0,20,18,2087,61,2026,2087,1699,388,2172,2087,1935,152,2172,2087,85,452,240
Census Tract 4003.01,"Census Tract 4003.01, Delaware County, Pennsylvania",42045400301,140,0,42,45,20,,400301,6674,6674,1333,4447,15,363,10,211,295,2437,634,1544,7,118,2,53,79,2437,118,2319,2437,602,1835,2655,2437,1049,1388,2655,2437,218,753,477
Census Tract 4003.02,"Census Tract 4003.02, Delaware County, Pennsylvania",42045400302,140,0,42,45,20,,400302,4103,4103,979,2698,12,173,1,83,157,1358,422,833,3,50,1,20,29,1358,52,1306,1358,407,951,1479,1358,774,584,1479,1358,121,332,232
Census Tract 4004.01,"Census Tract 4004.01, Delaware County, Pennsylvania",42045400401,140,0,42,45,20,,400401,5026,5026,993,2385,28,1243,5,175,197,1784,449,874,5,349,2,47,58,1784,106,1678,1784,403,1381,1988,1784,890,894,1988,1784,204,593,400
Census Tract 4004.02,"Census Tract 4004.02, Delaware County, Pennsylvania",42045400402,140,0,42,45,20,,400402,4608,4608,996,2620,8,639,3,179,163,1712,485,949,3,182,1,48,44,1712,102,1610,1712,456,1256,1859,1712,787,925,1859,1712,147,635,365
Census Tract 4005,"Census Tract 4005, Delaware County, Pennsylvania",42045400500,140,0,42,45,20,,400500,4235,4235,1832,1522,2,553,0,182,144,1574,783,556,0,155,0,50,30,1574,97,1477,1574,747,827,1681,1574,961,613,1681,1574,107,587,372
Census Tract 4006,"Census Tract 4006, Delaware County, Pennsylvania",42045400600,140,0,42,45,20,,400600,5316,5316,3413,1015,15,601,4,99,169,2074,1468,365,2,168,2,29,40,2074,64,2010,2074,1442,632,2180,2074,1371,703,2180,2074,106,796,213
Census Tract 4007,"Census Tract 4007, Delaware County, Pennsylvania",42045400700,140,0,42,45,20,,400700,5384,5384,1805,1910,12,1301,3,183,170,1728,753,588,2,309,1,41,34,1728,83,1645,1728,724,1004,1822,1728,1230,498,1822,1728,94,425,342
Census Tract 4008.01,"Census Tract 4008.01, Delaware County, Pennsylvania",42045400801,140,0,42,45,20,,400801,2010,2010,280,1407,6,219,0,37,61,1067,170,765,2,96,0,13,21,1067,25,1042,1067,167,900,1362,1067,101,966,1362,1067,295,593,66
Census Tract 4008.02,"Census Tract 4008.02, Delaware County, Pennsylvania",42045400802,140,0,42,45,20,,400802,3493,3493,2501,645,4,201,6,47,89,1322,1006,225,2,58,2,13,16,1322,31,1291,1322,991,331,1392,1322,959,363,1392,1322,70,451,133
Census Tract 4009,"Census Tract 4009, Delaware County, Pennsylvania",42045400900,140,0,42,45,20,,400900,1584,1584,1410,100,1,50,0,8,15,569,523,28,0,15,0,1,2,569,7,562,569,517,52,584,569,529,40,584,569,15,116,31
Census Tract 4010,"Census Tract 4010, Delaware County, Pennsylvania",42045401000,140,0,42,45,20,,401000,1934,1934,1717,132,1,49,0,19,16,725,646,50,1,18,0,6,4,725,11,714,725,641,84,773,725,501,224,773,725,48,234,49
Census Tract 4011.01,"Census Tract 4011.01, Delaware County, Pennsylvania",42045401101,140,0,42,45,20,,401101,2924,2924,2629,173,2,40,1,20,59,1214,1120,66,1,13,0,6,8,1214,19,1195,1214,1109,105,1281,1214,916,298,1281,1214,67,468,84
Census Tract 4011.03,"Census Tract 4011.03, Delaware County, Pennsylvania",42045401103,140,0,42,45,20,,401103,3503,3503,3134,213,3,98,0,11,44,1202,1102,64,1,27,0,3,5,1202,19,1183,1202,1088,114,1272,1202,938,264,1272,1202,70,316,98
Census Tract 4011.04,"Census Tract 4011.04, Delaware County, Pennsylvania",42045401104,140,0,42,45,20,,401104,4134,4134,3732,234,6,87,0,22,53,1629,1496,84,2,27,0,7,13,1629,28,1601,1629,1482,147,1723,1629,1348,281,1723,1629,94,530,86
Census Tract 4012,"Census Tract 4012, Delaware County, Pennsylvania",42045401200,140,0,42,45,20,,401200,3636,3636,3358,131,4,106,0,6,31,1550,1461,47,2,29,0,4,7,1550,20,1530,1550,1448,102,1637,1550,1072,478,1637,1550,87,618,53
Census Tract 4013.01,"Census Tract 4013.01, Delaware County, Pennsylvania",42045401301,140,0,42,45,20,,401301,1621,1621,942,215,2,408,0,16,38,872,588,117,1,145,0,7,14,872,27,845,872,572,300,1066,872,11,861,1066,872,194,510,64
Census Tract 4013.02,"Census Tract 4013.02, Delaware County, Pennsylvania",42045401302,140,0,42,45,20,,401302,3032,3032,2679,203,3,103,1,14,29,1170,1057,69,1,31,1,4,7,1170,25,1145,1170,1037,133,1245,1170,869,301,1245,1170,75,378,78
Census Tract 4014.01,"Census Tract 4014.01, Delaware County, Pennsylvania",42045401401,140,0,42,45,20,,401401,2114,2114,1735,199,4,98,0,17,61,847,716,77,1,31,0,9,13,847,21,826,847,706,141,883,847,679,168,883,847,36,293,62
Census Tract 4014.02,"Census Tract 4014.02, Delaware County, Pennsylvania",42045401402,140,0,42,45,20,,401402,3947,3947,3080,535,9,151,0,45,127,1708,1425,204,4,42,0,12,21,1708,35,1673,1708,1407,301,1806,1708,957,751,1806,1708,98,722,116
Census Tract 4015.01,"Census Tract 4015.01, Delaware County, Pennsylvania",42045401501,140,0,42,45,20,,401501,3469,3469,3307,67,4,36,0,2,53,1409,1361,24,1,10,0,0,13,1409,8,1401,1409,1354,55,1441,1409,1211,198,1441,1409,32,453,41
Census Tract 4015.02,"Census Tract 4015.02, Delaware County, Pennsylvania",42045401502,140,0,42,45,20,,401502,4307,4307,3061,646,15,471,1,16,97,1844,1331,296,5,181,1,7,23,1844,34,1810,1844,1311,533,1967,1844,841,1003,1967,1844,123,744,79
Census Tract 4016,"Census Tract 4016, Delaware County, Pennsylvania",42045401600,140,0,42,45,20,,401600,1824,1824,1180,462,1,117,0,9,55,785,507,215,0,47,0,3,13,785,11,774,785,501,284,823,785,479,306,823,785,38,311,43
Census Tract 4017,"Census Tract 4017, Delaware County, Pennsylvania",42045401700,140,0,42,45,20,,401700,2668,2668,815,1490,3,234,6,36,84,923,361,470,1,61,1,10,19,923,35,888,923,351,572,1025,923,618,305,1025,923,102,287,116
Census Tract 4018,"Census Tract 4018, Delaware County, Pennsylvania",42045401800,140,0,42,45,20,,401800,3684,3684,1423,1897,10,147,1,30,176,1429,678,651,5,39,0,11,45,1429,39,1390,1429,658,771,1591,1429,922,507,1591,1429,162,489,146
Census Tract 4019,"Census Tract 4019, Delaware County, Pennsylvania",42045401900,140,0,42,45,20,,401900,4480,4480,2485,1670,7,145,0,40,133,1935,1189,659,1,44,0,12,30,1935,55,1880,1935,1161,774,2043,1935,1411,524,2043,1935,108,772,144
Census Tract 4020,"Census Tract 4020, Delaware County, Pennsylvania",42045402000,140,0,42,45,20,,402000,2456,2456,1097,1166,3,86,0,8,96,1225,622,525,1,35,0,4,38,1225,30,1195,1225,610,615,1341,1225,605,620,1341,1225,116,661,63
Census Tract 4021,"Census Tract 4021, Delaware County, Pennsylvania",42045402100,140,0,42,45,20,,402100,5813,5813,464,5122,6,38,7,54,122,2169,227,1871,4,11,2,14,40,2169,26,2143,2169,226,1943,2316,2169,1815,354,2316,2169,147,626,105
Census Tract 4022,"Census Tract 4022, Delaware County, Pennsylvania",42045402200,140,0,42,45,20,,402200,2309,2309,273,1927,9,31,0,7,62,842,110,695,2,7,0,2,26,842,9,833,842,109,733,945,842,521,321,945,842,103,336,44
Census Tract 4023,"Census Tract 4023, Delaware County, Pennsylvania",42045402300,140,0,42,45,20,,402300,3321,3321,124,3092,11,19,0,13,62,1513,76,1391,6,7,0,5,28,1513,27,1486,1513,72,1441,1624,1513,507,1006,1624,1513,111,697,67
Census Tract 4024,"Census Tract 4024, Delaware County, Pennsylvania",42045402400,140,0,42,45,20,,402400,3459,3459,317,3000,9,23,0,14,96,1092,149,905,2,9,0,5,22,1092,26,1066,1092,147,945,1321,1092,479,613,1321,1092,229,309,84
Census Tract 4025,"Census Tract 4025, Delaware County, Pennsylvania",42045402500,140,0,42,45,20,,402500,3582,3582,406,2971,5,14,3,36,147,1252,164,1035,3,3,1,11,35,1252,19,1233,1252,162,1090,1451,1252,598,654,1451,1252,199,416,74
Census Tract 4026,"Census Tract 4026, Delaware County, Pennsylvania",42045402600,140,0,42,45,20,,402600,3646,3646,1012,2457,12,37,0,17,111,1023,282,700,5,10,0,4,22,1023,19,1004,1023,279,744,1116,1023,686,337,1116,1023,93,250,70
Census Tract 4027,"Census Tract 4027, Delaware County, Pennsylvania",42045402700,140,0,42,45,20,,402700,2546,2546,404,2040,1,19,1,16,65,824,193,611,0,5,0,1,14,824,8,816,824,191,633,916,824,519,305,916,824,92,227,42
Census Tract 4028,"Census Tract 4028, Delaware County, Pennsylvania",42045402800,140,0,42,45,20,,402800,5697,5697,1859,3450,16,118,1,41,212,2112,827,1185,7,37,1,11,44,2112,49,2063,2112,809,1303,2265,2112,1479,633,2265,2112,153,681,183
Census Tract 4029,"Census Tract 4029, Delaware County, Pennsylvania",42045402900,140,0,42,45,20,,402900,3471,3471,75,3262,7,4,1,18,104,1352,33,1268,2,0,1,8,40,1352,29,1323,1352,29,1323,1449,1352,733,619,1449,1352,97,444,97
Census Tract 4030.01,"Census Tract 4030.01, Delaware County, Pennsylvania",42045403001,140,0,42,45,20,,403001,3006,3006,2919,22,2,20,0,5,38,1242,1214,10,1,8,0,2,7,1242,6,1236,1242,1210,32,1279,1242,1136,106,1279,1242,37,431,32
Census Tract 4030.02,"Census Tract 4030.02, Delaware County, Pennsylvania",42045403002,140,0,42,45,20,,403002,2787,2787,2349,324,1,31,1,18,63,1137,994,117,0,9,0,3,14,1137,19,1118,1137,982,155,1198,1137,896,241,1198,1137,61,390,60
Census Tract 4031.01,"Census Tract 4031.01, Delaware County, Pennsylvania",42045403101,140,0,42,45,20,,403101,3433,3433,2214,941,8,109,1,49,111,1263,910,284,2,29,0,12,26,1263,30,1233,1263,901,362,1354,1263,859,404,1354,1263,91,413,134
Census Tract 4031.03,"Census Tract 4031.03, Delaware County, Pennsylvania",42045403103,140,0,42,45,20,,403103,2855,2855,1678,963,12,76,0,6,120,1050,707,304,3,19,0,0,17,1050,15,1035,1050,699,351,1117,1050,750,300,1117,1050,67,323,67
Census Tract 4031.04,"Census Tract 4031.04, Delaware County, Pennsylvania",42045403104,140,0,42,45,20,,403104,2498,2498,1019,1288,6,67,0,14,104,877,431,398,3,14,0,3,28,877,24,853,877,419,458,975,877,451,426,975,877,98,272,73
Census Tract 4032,"Census Tract 4032, Delaware County, Pennsylvania",42045403200,140,0,42,45,20,,403200,4152,4152,3168,769,6,108,0,16,85,1731,1394,281,3,32,0,4,17,1731,18,1713,1731,1385,346,1824,1731,1323,408,1824,1731,93,611,87
Census Tract 4033,"Census Tract 4033, Delaware County, Pennsylvania",42045403300,140,0,42,45,20,,403300,6652,6652,5476,758,16,220,0,24,158,2683,2278,308,9,60,0,6,22,2683,33,2650,2683,2263,420,2849,2683,1643,1040,2849,2683,166,1018,144
Census Tract 4034.01,"Census Tract 4034.01, Delaware County, Pennsylvania",42045403401,140,0,42,45,20,,403401,3028,3028,1918,879,10,103,1,38,79,1170,790,310,4,35,1,12,18,1170,37,1133,1170,773,397,1251,1170,776,394,1251,1170,81,384,131
Census Tract 4034.02,"Census Tract 4034.02, Delaware County, Pennsylvania",42045403402,140,0,42,45,20,,403402,3578,3578,2514,836,10,87,2,52,77,1291,968,268,2,26,1,15,11,1291,36,1255,1291,952,339,1349,1291,1059,232,1349,1291,58,356,171
Census Tract 4035.01,"Census Tract 4035.01, Delaware County, Pennsylvania",42045403501,140,0,42,45,20,,403501,4273,4273,3700,352,6,73,4,18,120,1763,1494,182,4,38,1,6,38,1763,33,1730,1763,1475,288,1863,1763,1033,730,1863,1763,100,731,103
Census Tract 4035.02,"Census Tract 4035.02, Delaware County, Pennsylvania",42045403502,140,0,42,45,20,,403502,2880,2880,2518,253,4,52,0,4,49,1195,1070,97,3,14,0,1,10,1195,15,1180,1195,1061,134,1242,1195,908,287,1242,1195,47,443,53
Census Tract 4036.01,"Census Tract 4036.01, Delaware County, Pennsylvania",42045403601,140,0,42,45,20,,403601,3964,3964,3731,75,3,90,0,24,41,1553,1484,34,1,21,0,7,6,1553,20,1533,1553,1472,81,1632,1553,1009,544,1632,1553,79,568,55
Census Tract 4036.02,"Census Tract 4036.02, Delaware County, Pennsylvania",42045403602,140,0,42,45,20,,403602,1926,1926,1865,14,1,27,0,9,10,684,669,4,1,5,0,2,3,684,4,680,684,667,17,702,684,646,38,702,684,18,167,26
Census Tract 4037.01,"Census Tract 4037.01, Delaware County, Pennsylvania",42045403701,140,0,42,45,20,,403701,1763,1763,1655,31,3,37,0,6,31,686,652,14,1,12,0,0,7,686,6,680,686,648,38,767,686,469,217,767,686,81,241,42
Census Tract 4037.02,"Census Tract 4037.02, Delaware County, Pennsylvania",42045403702,140,0,42,45,20,,403702,2328,2328,2178,40,4,46,1,11,48,999,951,12,4,13,0,6,13,999,13,986,999,942,57,1071,999,673,326,1071,999,72,417,50
Census Tract 4038,"Census Tract 4038, Delaware County, Pennsylvania",42045403800,140,0,42,45,20,,403800,6454,6454,5977,192,12,119,1,36,117,2519,2386,62,3,38,1,7,22,2519,38,2481,2519,2359,160,2703,2519,1585,934,2703,2519,184,942,124
Census Tract 4039.01,"Census Tract 4039.01, Delaware County, Pennsylvania",42045403901,140,0,42,45,20,,403901,3391,3391,3178,100,3,55,0,16,39,1557,1475,52,0,18,0,6,6,1557,23,1534,1557,1458,99,1671,1557,777,780,1671,1557,114,747,69
Census Tract 4039.02,"Census Tract 4039.02, Delaware County, Pennsylvania",42045403902,140,0,42,45,20,,403902,3611,3611,3496,42,1,26,1,7,38,1408,1377,12,0,8,1,2,8,1408,6,1402,1408,1373,35,1491,1408,1211,197,1491,1408,83,374,27
Census Tract 4040.03,"Census Tract 4040.03, Delaware County, Pennsylvania",42045404003,140,0,42,45,20,,404003,2147,2147,1637,270,3,169,0,21,47,1036,795,143,2,69,0,10,17,1036,19,1017,1036,786,250,1101,1036,433,603,1101,1036,65,554,48
Census Tract 4040.04,"Census Tract 4040.04, Delaware County, Pennsylvania",42045404004,140,0,42,45,20,,404004,6514,6514,6182,97,6,143,2,32,52,2394,2311,29,1,36,1,9,7,2394,26,2368,2394,2293,101,2490,2394,2074,320,2490,2394,96,611,116
Census Tract 4041.01,"Census Tract 4041.01, Delaware County, Pennsylvania",42045404101,140,0,42,45,20,,404101,6484,6484,5703,582,15,88,0,24,72,2593,2298,236,3,33,0,8,15,2593,34,2559,2593,2274,319,2665,2593,1858,735,2665,2593,72,835,105
Census Tract 4041.02,"Census Tract 4041.02, Delaware County, Pennsylvania",42045404102,140,0,42,45,20,,404102,4833,4833,4043,552,2,72,0,39,125,1899,1621,213,0,24,0,15,26,1899,42,1857,1899,1603,296,2139,1899,1308,591,2139,1899,240,646,141
Census Tract 4041.03,"Census Tract 4041.03, Delaware County, Pennsylvania",42045404103,140,0,42,45,20,,404103,3322,3322,3167,43,0,67,0,4,41,1338,1280,23,0,23,0,0,12,1338,6,1332,1338,1275,63,1384,1338,1016,322,1384,1338,46,482,40
Census Tract 4043,"Census Tract 4043, Delaware County, Pennsylvania",42045404300,140,0,42,45,20,,404300,2410,2410,1992,282,3,32,0,25,76,926,811,84,2,7,0,7,15,926,23,903,926,800,126,1010,926,534,392,1010,926,84,316,106
Census Tract 4044,"Census Tract 4044, Delaware County, Pennsylvania",42045404400,140,0,42,45,20,,404400,1615,1615,628,888,5,20,0,25,49,654,278,340,1,9,0,8,18,654,27,627,654,265,389,697,654,344,310,697,654,43,289,77
Census Tract 4045,"Census Tract 4045, Delaware County, Pennsylvania",42045404500,140,0,42,45,20,,404500,4991,4991,999,3593,15,45,5,202,132,1838,478,1236,6,16,1,66,35,1838,167,1671,1838,420,1418,2059,1838,622,1216,2059,1838,221,739,518
Census Tract 4046,"Census Tract 4046, Delaware County, Pennsylvania",42045404600,140,0,42,45,20,,404600,2493,2493,398,1918,13,5,1,61,97,875,184,638,5,1,0,20,27,875,45,830,875,175,700,976,875,426,449,976,875,101,261,175
Census Tract 4047,"Census Tract 4047, Delaware County, Pennsylvania",42045404700,140,0,42,45,20,,404700,3655,3655,1852,1516,4,56,2,106,119,950,327,555,1,13,0,33,21,950,60,890,950,316,634,1043,950,226,724,1043,950,93,561,249
Census Tract 4048,"Census Tract 4048, Delaware County, Pennsylvania",42045404800,140,0,42,45,20,,404800,2136,2136,317,1542,16,12,0,163,86,690,125,492,5,2,0,48,18,690,104,586,690,95,595,842,690,275,415,842,690,152,187,386
Census Tract 4049,"Census Tract 4049, Delaware County, Pennsylvania",42045404900,140,0,42,45,20,,404900,1439,1439,125,1096,2,7,0,118,91,435,41,336,0,2,0,36,20,435,61,374,435,28,407,527,435,159,276,527,435,92,117,216
Census Tract 4050,"Census Tract 4050, Delaware County, Pennsylvania",42045405000,140,0,42,45,20,,405000,2130,2130,178,1791,12,18,0,74,57,752,52,653,2,5,0,23,17,752,51,701,752,37,715,887,752,322,430,887,752,135,301,182
Census Tract 4051,"Census Tract 4051, Delaware County, Pennsylvania",42045405100,140,0,42,45,20,,405100,2165,2165,27,2087,2,4,0,12,33,880,11,855,1,1,0,3,9,880,13,867,880,10,870,1006,880,433,447,1006,880,126,308,46
Census Tract 4052,"Census Tract 4052, Delaware County, Pennsylvania",42045405200,140,0,42,45,20,,405200,3030,3030,51,2876,7,3,0,43,50,1308,26,1255,3,1,0,12,11,1308,36,1272,1308,18,1290,1415,1308,428,880,1415,1308,107,547,116
