Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T054_001,SE_T054_002,SE_T054_003,SE_T054_004,SE_T054_005,SE_T054_006,SE_T054_007,SE_T054_008,SE_T060_001,SE_T060_002,SE_T060_003,SE_T060_004,SE_T060_005,SE_T060_006,SE_T060_007,SE_T060_008,SE_T061_001,SE_T061_002,SE_T061_003,SE_T062_001,SE_T062_002,SE_T062_003,SE_T068_001,SE_T069_001,SE_T069_002,SE_T069_003,SE_T070_001,SE_T070_002,SE_T070_003,SE_T072_001,SE_T055_010
Census Tract 4053,"Census Tract 4053, Delaware County, Pennsylvania",42045405300,140,0,42,45,20,,405300,2610,2610,313,2012,11,16,7,146,105,900,111,716,6,6,1,38,22,900,97,803,900,82,818,1192,900,376,524,1192,900,292,292,388
Census Tract 4054,"Census Tract 4054, Delaware County, Pennsylvania",42045405400,140,0,42,45,20,,405400,2429,2429,294,1911,14,15,5,79,111,889,129,698,4,4,1,23,30,889,62,827,889,107,782,1099,889,326,563,1099,889,210,298,236
Census Tract 4061,"Census Tract 4061, Delaware County, Pennsylvania",42045406100,140,0,42,45,20,,406100,2328,2328,1873,301,18,57,0,22,57,876,732,103,4,15,0,5,17,876,23,853,876,719,157,912,876,687,189,912,876,36,290,81
Census Tract 4062.01,"Census Tract 4062.01, Delaware County, Pennsylvania",42045406201,140,0,42,45,20,,406201,3036,3036,2819,110,2,55,0,11,39,1248,1173,43,0,21,0,3,8,1248,17,1231,1248,1161,87,1298,1248,1153,95,1298,1248,50,392,63
Census Tract 4062.02,"Census Tract 4062.02, Delaware County, Pennsylvania",42045406202,140,0,42,45,20,,406202,4970,4970,4575,189,4,97,0,14,91,2287,2123,94,0,39,0,5,26,2287,35,2252,2287,2102,185,2392,2287,1847,440,2392,2287,105,1010,98
Census Tract 4063,"Census Tract 4063, Delaware County, Pennsylvania",42045406300,140,0,42,45,20,,406300,3239,3239,1663,1338,11,25,2,78,122,1207,745,408,8,9,0,15,22,1207,39,1168,1207,736,471,1291,1207,550,657,1291,1207,84,427,189
Census Tract 4064.01,"Census Tract 4064.01, Delaware County, Pennsylvania",42045406401,140,0,42,45,20,,406401,2855,2855,425,2282,4,18,0,31,95,939,187,707,2,8,0,11,24,939,27,912,939,179,760,1023,939,570,369,1023,939,84,226,113
Census Tract 4064.02,"Census Tract 4064.02, Delaware County, Pennsylvania",42045406402,140,0,42,45,20,,406402,1085,1085,241,802,3,1,0,14,24,472,127,335,2,0,0,3,5,472,11,461,472,123,349,542,472,273,199,542,472,70,200,42
Census Tract 4065,"Census Tract 4065, Delaware County, Pennsylvania",42045406500,140,0,42,45,20,,406500,1828,1828,1396,345,6,10,0,31,40,625,518,90,2,4,0,9,2,625,22,603,625,508,117,667,625,454,171,667,625,42,159,101
Census Tract 4066,"Census Tract 4066, Delaware County, Pennsylvania",42045406600,140,0,42,45,20,,406600,2397,2397,1972,326,2,2,1,8,86,907,788,111,0,1,0,2,5,907,16,891,907,779,128,1018,907,443,464,1018,907,111,333,71
Census Tract 4067,"Census Tract 4067, Delaware County, Pennsylvania",42045406700,140,0,42,45,20,,406700,3469,3469,3039,274,4,20,0,19,113,1247,1126,89,2,9,0,6,15,1247,33,1214,1247,1105,142,1346,1247,845,402,1346,1247,99,361,136
Census Tract 4068.01,"Census Tract 4068.01, Delaware County, Pennsylvania",42045406801,140,0,42,45,20,,406801,4295,4295,3512,525,10,125,1,41,81,1685,1394,217,2,46,0,11,15,1685,28,1657,1685,1379,306,1774,1685,1303,382,1774,1685,89,560,110
Census Tract 4068.02,"Census Tract 4068.02, Delaware County, Pennsylvania",42045406802,140,0,42,45,20,,406802,4332,4332,3579,618,11,33,0,17,74,1652,1381,240,5,8,0,6,12,1652,33,1619,1652,1355,297,1770,1652,1284,368,1770,1652,118,507,99
Census Tract 4068.03,"Census Tract 4068.03, Delaware County, Pennsylvania",42045406803,140,0,42,45,20,,406803,8111,8111,6972,645,23,296,0,31,144,3347,2932,277,12,87,0,9,30,3347,62,3285,3347,2887,460,3569,3347,2208,1139,3569,3347,222,1206,198
Census Tract 4069.02,"Census Tract 4069.02, Delaware County, Pennsylvania",42045406902,140,0,42,45,20,,406902,5866,5866,5645,99,7,48,1,21,45,2190,2117,39,3,15,1,6,9,2190,28,2162,2190,2097,93,2255,2190,2016,174,2255,2190,65,562,114
Census Tract 4069.03,"Census Tract 4069.03, Delaware County, Pennsylvania",42045406903,140,0,42,45,20,,406903,5030,5030,4888,54,4,42,0,7,35,1849,1808,15,2,10,0,3,11,1849,16,1833,1849,1797,52,1875,1849,1630,219,1875,1849,26,448,69
Census Tract 4069.04,"Census Tract 4069.04, Delaware County, Pennsylvania",42045406904,140,0,42,45,20,,406904,5696,5696,5119,317,7,173,0,14,66,1906,1812,31,1,55,0,0,7,1906,15,1891,1906,1800,106,1961,1906,1711,195,1961,1906,55,707,83
Census Tract 4070,"Census Tract 4070, Delaware County, Pennsylvania",42045407000,140,0,42,45,20,,407000,2531,2531,2330,84,1,81,0,5,30,1157,1109,16,0,27,0,0,5,1157,7,1150,1157,1105,52,1263,1157,809,348,1263,1157,106,504,37
Census Tract 4071.01,"Census Tract 4071.01, Delaware County, Pennsylvania",42045407101,140,0,42,45,20,,407101,3713,3713,3380,88,2,174,0,28,41,1513,1414,37,0,47,0,7,8,1513,21,1492,1513,1398,115,1559,1513,1110,403,1559,1513,46,510,69
Census Tract 4071.02,"Census Tract 4071.02, Delaware County, Pennsylvania",42045407102,140,0,42,45,20,,407102,3169,3169,3023,46,1,59,0,11,29,1132,1089,17,1,18,0,1,6,1132,13,1119,1132,1076,56,1157,1132,1094,38,1157,1132,25,241,52
Census Tract 4072.01,"Census Tract 4072.01, Delaware County, Pennsylvania",42045407201,140,0,42,45,20,,407201,5135,5135,4711,218,10,119,0,33,44,1792,1714,30,4,37,0,3,4,1792,20,1772,1792,1697,95,1924,1792,1220,572,1924,1792,132,737,86
Census Tract 4072.02,"Census Tract 4072.02, Delaware County, Pennsylvania",42045407202,140,0,42,45,20,,407202,3790,3790,3476,180,4,85,5,15,25,1289,1230,26,2,26,0,1,4,1289,9,1280,1289,1224,65,1372,1289,862,427,1372,1289,83,514,44
Census Tract 4074.01,"Census Tract 4074.01, Delaware County, Pennsylvania",42045407401,140,0,42,45,20,,407401,4057,4057,3206,575,1,170,4,19,82,1495,1242,188,1,42,1,7,14,1495,22,1473,1495,1231,264,1548,1495,1193,302,1548,1495,53,350,90
Census Tract 4074.04,"Census Tract 4074.04, Delaware County, Pennsylvania",42045407404,140,0,42,45,20,,407404,2843,2843,2587,81,5,119,0,6,45,1097,1029,27,3,32,0,3,3,1097,11,1086,1097,1021,76,1125,1097,1037,60,1125,1097,28,296,49
Census Tract 4075.01,"Census Tract 4075.01, Delaware County, Pennsylvania",42045407501,140,0,42,45,20,,407501,2340,2340,2090,151,1,49,0,4,45,1181,1077,71,1,18,0,2,12,1181,16,1165,1181,1062,119,1262,1181,739,442,1262,1181,81,633,50
Census Tract 4075.02,"Census Tract 4075.02, Delaware County, Pennsylvania",42045407502,140,0,42,45,20,,407502,2987,2987,2355,413,0,137,1,24,57,1583,1312,176,0,66,1,12,16,1583,41,1542,1583,1284,299,1719,1583,407,1176,1719,1583,136,1034,85
Census Tract 4076,"Census Tract 4076, Delaware County, Pennsylvania",42045407600,140,0,42,45,20,,407600,6390,6390,5300,309,17,480,4,44,236,2076,1854,90,4,99,0,6,23,2076,38,2038,2076,1826,250,2203,2076,1502,574,2203,2076,127,703,307
Census Tract 4077,"Census Tract 4077, Delaware County, Pennsylvania",42045407700,140,0,42,45,20,,407700,2669,2669,1737,677,7,161,0,16,71,1130,802,265,3,39,0,4,17,1130,16,1114,1130,795,335,1215,1130,613,517,1215,1130,85,459,58
Census Tract 4078.01,"Census Tract 4078.01, Delaware County, Pennsylvania",42045407801,140,0,42,45,20,,407801,4485,4485,4229,60,2,157,1,13,23,1696,1630,23,1,38,0,1,3,1696,8,1688,1696,1625,71,1727,1696,1482,214,1727,1696,31,494,42
Census Tract 4078.02,"Census Tract 4078.02, Delaware County, Pennsylvania",42045407802,140,0,42,45,20,,407802,6353,6353,5873,109,5,317,1,13,35,2214,2080,30,3,90,0,2,9,2214,20,2194,2214,2063,151,2262,2214,2029,185,2262,2214,48,408,58
Census Tract 4078.03,"Census Tract 4078.03, Delaware County, Pennsylvania",42045407803,140,0,42,45,20,,407803,5365,5365,5072,82,2,153,0,6,50,1928,1854,20,0,43,0,1,10,1928,17,1911,1928,1839,89,1973,1928,1766,162,1973,1928,45,420,48
Census Tract 4078.04,"Census Tract 4078.04, Delaware County, Pennsylvania",42045407804,140,0,42,45,20,,407804,4506,4506,4325,35,6,98,0,10,32,1571,1523,11,2,28,0,1,6,1571,13,1558,1571,1511,60,1607,1571,1490,81,1607,1571,36,309,53
Census Tract 4078.05,"Census Tract 4078.05, Delaware County, Pennsylvania",42045407805,140,0,42,45,20,,407805,1696,1696,1561,41,0,69,0,0,25,569,535,11,0,17,0,0,6,569,2,567,569,533,36,585,569,527,42,585,569,16,94,14
Census Tract 4078.06,"Census Tract 4078.06, Delaware County, Pennsylvania",42045407806,140,0,42,45,20,,407806,1610,1610,1375,86,4,113,0,4,28,618,545,23,4,37,0,2,7,618,9,609,618,540,78,643,618,552,66,643,618,25,166,39
Census Tract 4079.01,"Census Tract 4079.01, Delaware County, Pennsylvania",42045407901,140,0,42,45,20,,407901,3944,3944,3707,52,1,123,3,10,48,1407,1343,14,0,39,0,1,10,1407,13,1394,1407,1332,75,1450,1407,1373,34,1450,1407,43,227,51
Census Tract 4079.02,"Census Tract 4079.02, Delaware County, Pennsylvania",42045407902,140,0,42,45,20,,407902,2760,2760,2470,113,1,115,0,16,45,1234,1120,49,1,45,0,6,13,1234,19,1215,1234,1106,128,1293,1234,792,442,1293,1234,59,513,46
Census Tract 4079.03,"Census Tract 4079.03, Delaware County, Pennsylvania",42045407903,140,0,42,45,20,,407903,3438,3438,2928,232,3,198,1,13,63,1496,1291,103,1,82,1,3,15,1496,17,1479,1496,1280,216,1620,1496,901,595,1620,1496,124,606,59
Census Tract 4080.01,"Census Tract 4080.01, Delaware County, Pennsylvania",42045408001,140,0,42,45,20,,408001,6170,6170,5624,41,5,418,0,11,71,2264,2124,15,1,113,0,2,9,2264,16,2248,2264,2109,155,2329,2264,2064,200,2329,2264,65,517,75
Census Tract 4080.02,"Census Tract 4080.02, Delaware County, Pennsylvania",42045408002,140,0,42,45,20,,408002,4094,4094,3681,79,3,284,0,5,42,1609,1480,23,2,90,0,1,13,1609,14,1595,1609,1471,138,1708,1609,1362,247,1708,1609,99,515,46
Census Tract 4081.01,"Census Tract 4081.01, Delaware County, Pennsylvania",42045408101,140,0,42,45,20,,408101,5320,5320,4795,182,5,289,1,18,30,1762,1640,29,3,79,0,5,6,1762,16,1746,1762,1630,132,1801,1762,1574,188,1801,1762,39,400,75
Census Tract 4081.02,"Census Tract 4081.02, Delaware County, Pennsylvania",42045408102,140,0,42,45,20,,408102,3413,3413,3056,38,0,286,0,16,17,1323,1215,12,0,83,0,7,6,1323,17,1306,1323,1205,118,1365,1323,1149,174,1365,1323,42,353,41
Census Tract 4081.03,"Census Tract 4081.03, Delaware County, Pennsylvania",42045408103,140,0,42,45,20,,408103,4431,4431,3833,157,2,373,0,11,55,1684,1504,53,1,113,0,1,12,1684,16,1668,1684,1491,193,1737,1684,1166,518,1737,1684,53,498,66
Census Tract 4083,"Census Tract 4083, Delaware County, Pennsylvania",42045408300,140,0,42,45,20,,408300,4815,4815,4084,315,4,198,0,72,142,1399,1251,92,0,36,0,5,15,1399,28,1371,1399,1230,169,1464,1399,1068,331,1464,1399,65,520,215
Census Tract 4084,"Census Tract 4084, Delaware County, Pennsylvania",42045408400,140,0,42,45,20,,408400,1850,1850,1722,33,0,73,0,2,20,865,830,12,0,20,0,1,2,865,3,862,865,827,38,943,865,517,348,943,865,78,431,13
Census Tract 4085,"Census Tract 4085, Delaware County, Pennsylvania",42045408500,140,0,42,45,20,,408500,3997,3997,3476,76,8,370,0,23,44,1529,1356,33,4,116,0,11,9,1529,21,1508,1529,1344,185,1577,1529,1243,286,1577,1529,48,407,70
Census Tract 4086,"Census Tract 4086, Delaware County, Pennsylvania",42045408600,140,0,42,45,20,,408600,3543,3543,3332,55,1,107,0,5,43,1329,1267,20,1,34,0,2,5,1329,14,1315,1329,1254,75,1351,1329,1134,195,1351,1329,22,341,51
Census Tract 4087,"Census Tract 4087, Delaware County, Pennsylvania",42045408700,140,0,42,45,20,,408700,4871,4871,4567,109,6,122,0,17,50,1780,1688,37,2,41,0,4,8,1780,21,1759,1780,1673,107,1821,1780,1516,264,1821,1780,41,451,74
Census Tract 4088,"Census Tract 4088, Delaware County, Pennsylvania",42045408800,140,0,42,45,20,,408800,4780,4780,4254,243,3,175,0,30,75,2002,1830,95,0,54,0,10,13,2002,30,1972,2002,1807,195,2089,2002,1696,306,2089,2002,87,731,108
Census Tract 4089,"Census Tract 4089, Delaware County, Pennsylvania",42045408900,140,0,42,45,20,,408900,2933,2933,2716,63,1,111,1,9,32,1047,982,20,0,36,0,1,8,1047,9,1038,1047,975,72,1075,1047,1004,43,1075,1047,28,219,47
Census Tract 4090,"Census Tract 4090, Delaware County, Pennsylvania",42045409000,140,0,42,45,20,,409000,3721,3721,3357,99,2,209,0,11,43,1346,1249,30,1,55,0,2,9,1346,15,1331,1346,1237,109,1374,1346,1137,209,1374,1346,28,330,70
Census Tract 4091,"Census Tract 4091, Delaware County, Pennsylvania",42045409100,140,0,42,45,20,,409100,4180,4180,3973,42,5,102,0,12,46,1466,1413,11,1,27,0,4,10,1466,16,1450,1466,1402,64,1505,1466,1291,175,1505,1466,39,348,67
Census Tract 4092,"Census Tract 4092, Delaware County, Pennsylvania",42045409200,140,0,42,45,20,,409200,4048,4048,3808,66,5,113,0,12,44,1473,1412,21,2,29,0,2,7,1473,20,1453,1473,1396,77,1511,1473,1362,111,1511,1473,38,345,75
Census Tract 4093,"Census Tract 4093, Delaware County, Pennsylvania",42045409300,140,0,42,45,20,,409300,2354,2354,2172,37,4,99,0,11,31,888,827,14,2,33,0,5,7,888,17,871,888,812,76,909,888,759,129,909,888,21,252,54
Census Tract 4094,"Census Tract 4094, Delaware County, Pennsylvania",42045409400,140,0,42,45,20,,409400,2861,2861,2573,78,2,179,1,8,20,994,924,17,1,46,0,4,2,994,8,986,994,920,74,1018,994,878,116,1018,994,24,233,31
Census Tract 4095,"Census Tract 4095, Delaware County, Pennsylvania",42045409500,140,0,42,45,20,,409500,4538,4538,4211,77,2,190,0,7,51,1666,1567,27,2,52,0,2,16,1666,15,1651,1666,1559,107,1713,1666,1554,112,1713,1666,47,427,62
Census Tract 4096.01,"Census Tract 4096.01, Delaware County, Pennsylvania",42045409601,140,0,42,45,20,,409601,4585,4585,3657,163,1,665,1,15,83,1812,1553,54,0,193,0,0,12,1812,18,1794,1812,1535,277,2034,1812,1166,646,2034,1812,222,661,62
Census Tract 4096.02,"Census Tract 4096.02, Delaware County, Pennsylvania",42045409602,140,0,42,45,20,,409602,4641,4641,3865,249,3,403,0,37,84,1650,1412,88,0,128,0,5,17,1650,52,1598,1650,1368,282,1772,1650,650,1000,1772,1650,122,1041,193
Census Tract 4097.01,"Census Tract 4097.01, Delaware County, Pennsylvania",42045409701,140,0,42,45,20,,409701,7312,7312,6377,201,3,566,0,48,117,1953,1745,34,2,154,0,10,8,1953,22,1931,1953,1731,222,2050,1953,1785,168,2050,1953,97,298,185
Census Tract 4097.02,"Census Tract 4097.02, Delaware County, Pennsylvania",42045409702,140,0,42,45,20,,409702,1918,1918,1722,56,2,83,0,13,42,169,157,5,0,4,0,0,3,169,1,168,169,156,13,175,169,153,16,175,169,6,51,90
Census Tract 4098.02,"Census Tract 4098.02, Delaware County, Pennsylvania",42045409802,140,0,42,45,20,,409802,6168,6168,5362,298,7,351,1,42,107,1539,1405,22,0,94,0,2,16,1539,35,1504,1539,1375,164,1714,1539,958,581,1714,1539,175,564,206
Census Tract 4098.03,"Census Tract 4098.03, Delaware County, Pennsylvania",42045409803,140,0,42,45,20,,409803,6907,6907,6067,273,4,425,5,49,84,2840,2552,102,0,143,3,17,23,2840,69,2771,2840,2502,338,3069,2840,1777,1063,3069,2840,229,1133,201
Census Tract 4099.02,"Census Tract 4099.02, Delaware County, Pennsylvania",42045409902,140,0,42,45,20,,409902,4820,4820,4509,54,4,207,0,13,33,2076,1978,14,2,70,0,1,11,2076,12,2064,2076,1968,108,2293,2076,1399,677,2293,2076,217,806,48
Census Tract 4099.03,"Census Tract 4099.03, Delaware County, Pennsylvania",42045409903,140,0,42,45,20,,409903,3823,3823,3653,35,9,87,0,6,33,1548,1499,10,4,28,0,0,7,1548,9,1539,1548,1490,58,1655,1548,1291,257,1655,1548,107,517,46
Census Tract 4099.04,"Census Tract 4099.04, Delaware County, Pennsylvania",42045409904,140,0,42,45,20,,409904,3573,3573,3395,22,3,112,1,9,31,1247,1201,5,1,37,0,2,1,1247,13,1234,1247,1190,57,1317,1247,1159,88,1317,1247,70,290,50
Census Tract 4100,"Census Tract 4100, Delaware County, Pennsylvania",42045410000,140,0,42,45,20,,410000,3987,3987,3737,45,2,151,0,10,42,1655,1584,17,0,45,0,3,6,1655,14,1641,1655,1572,83,1808,1655,1222,433,1808,1655,153,586,36
Census Tract 4101,"Census Tract 4101, Delaware County, Pennsylvania",42045410100,140,0,42,45,20,,410100,8028,8028,5812,1651,19,327,1,89,129,2114,1935,76,4,90,0,2,7,2114,16,2098,2114,1921,193,2197,2114,1925,189,2197,2114,83,315,190
Census Tract 4102,"Census Tract 4102, Delaware County, Pennsylvania",42045410200,140,0,42,45,20,,410200,3640,3640,3253,50,1,276,0,19,41,1436,1330,21,0,73,0,4,8,1436,26,1410,1436,1311,125,1513,1436,1268,168,1513,1436,77,414,106
Census Tract 4103.01,"Census Tract 4103.01, Delaware County, Pennsylvania",42045410301,140,0,42,45,20,,410301,8284,8284,6787,1006,2,335,2,64,88,2313,2166,41,1,89,0,2,14,2313,22,2291,2313,2149,164,2416,2313,2083,230,2416,2313,103,476,165
Census Tract 4103.02,"Census Tract 4103.02, Delaware County, Pennsylvania",42045410302,140,0,42,45,20,,410302,8947,8947,8045,184,10,548,0,44,116,3880,3588,71,3,174,0,17,27,3880,54,3826,3880,3553,327,4295,3880,2225,1655,4295,3880,415,1549,180
Census Tract 4104,"Census Tract 4104, Delaware County, Pennsylvania",42045410400,140,0,42,45,20,,410400,8791,8791,7936,158,16,539,3,35,104,2998,2767,61,4,144,1,3,18,2998,29,2969,2998,2744,254,3101,2998,2903,95,3101,2998,103,511,190
Census Tract 4105,"Census Tract 4105, Delaware County, Pennsylvania",42045410500,140,0,42,45,20,,410500,5076,5076,898,1005,15,2764,11,182,201,1540,374,346,3,717,2,40,58,1540,94,1446,1540,334,1206,1630,1540,808,732,1630,1540,90,361,370
Census Tract 4106.01,"Census Tract 4106.01, Delaware County, Pennsylvania",42045410601,140,0,42,45,20,,410601,3372,3372,3207,43,1,56,1,18,46,1290,1241,19,1,15,0,6,8,1290,20,1270,1290,1225,65,1344,1290,1052,238,1344,1290,54,373,63
Census Tract 4106.02,"Census Tract 4106.02, Delaware County, Pennsylvania",42045410602,140,0,42,45,20,,410602,4880,4880,4485,203,3,106,0,20,63,1780,1644,90,0,27,0,4,15,1780,17,1763,1780,1634,146,1836,1780,1560,220,1836,1780,56,449,84
Census Tract 4107,"Census Tract 4107, Delaware County, Pennsylvania",42045410700,140,0,42,45,20,,410700,5279,5279,678,4163,20,16,0,296,106,1491,95,1336,6,2,0,20,32,1491,58,1433,1491,82,1409,2002,1491,554,937,2002,1491,511,546,465
Census Tract 4108,"Census Tract 4108, Delaware County, Pennsylvania",42045410800,140,0,42,45,20,,410800,7719,7719,6792,316,8,443,2,15,143,2892,2641,93,2,130,0,3,23,2892,40,2852,2892,2607,285,2999,2892,2598,294,2999,2892,107,751,151
Census Tract 9800,"Census Tract 9800, Delaware County, Pennsylvania",42045980000,140,0,42,45,20,,980000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Census Tract 2001.03,"Census Tract 2001.03, Montgomery County, Pennsylvania",42091200103,140,0,42,91,20,,200103,4140,4140,3697,34,3,329,3,25,49,1295,1194,5,1,83,1,4,7,1295,18,1277,1295,1182,113,1325,1295,1263,32,1325,1295,30,155,105
Census Tract 2001.04,"Census Tract 2001.04, Montgomery County, Pennsylvania",42091200104,140,0,42,91,20,,200104,4207,4207,3886,16,4,257,1,11,32,1474,1389,4,1,74,0,2,4,1474,14,1460,1474,1377,97,1506,1474,1430,44,1506,1474,32,223,57
Census Tract 2001.05,"Census Tract 2001.05, Montgomery County, Pennsylvania",42091200105,140,0,42,91,20,,200105,2778,2778,2251,23,3,435,0,22,44,914,791,8,0,104,0,3,8,914,9,905,914,785,129,947,914,811,103,947,914,33,134,42
Census Tract 2001.06,"Census Tract 2001.06, Montgomery County, Pennsylvania",42091200106,140,0,42,91,20,,200106,1857,1857,1622,55,8,135,3,7,27,865,792,16,3,45,1,1,7,865,6,859,865,788,77,997,865,445,420,997,865,132,374,30
Census Tract 2002,"Census Tract 2002, Montgomery County, Pennsylvania",42091200200,140,0,42,91,20,,200200,1375,1375,1272,37,0,35,1,5,25,428,409,4,0,10,0,1,4,428,3,425,428,407,21,453,428,296,132,453,428,25,112,17
Census Tract 2003.01,"Census Tract 2003.01, Montgomery County, Pennsylvania",42091200301,140,0,42,91,20,,200301,5739,5739,4491,388,13,539,7,147,154,2525,2031,200,5,199,2,48,40,2525,95,2430,2525,1989,536,2878,2525,1136,1389,2878,2525,353,1080,322
Census Tract 2003.05,"Census Tract 2003.05, Montgomery County, Pennsylvania",42091200305,140,0,42,91,20,,200305,2291,2291,2219,17,5,14,0,18,18,893,879,6,0,4,0,2,2,893,11,882,893,870,23,907,893,701,192,907,893,14,293,56
Census Tract 2003.06,"Census Tract 2003.06, Montgomery County, Pennsylvania",42091200306,140,0,42,91,20,,200306,3434,3434,3226,68,0,40,4,55,41,1378,1319,23,0,11,2,15,8,1378,29,1349,1378,1306,72,1421,1378,1015,363,1421,1378,43,397,108
Census Tract 2003.07,"Census Tract 2003.07, Montgomery County, Pennsylvania",42091200307,140,0,42,91,20,,200307,3063,3063,2508,332,15,98,0,31,79,1381,1181,132,6,32,0,9,21,1381,28,1353,1381,1167,214,1492,1381,627,754,1492,1381,111,639,120
Census Tract 2003.08,"Census Tract 2003.08, Montgomery County, Pennsylvania",42091200308,140,0,42,91,20,,200308,3983,3983,3265,325,15,261,2,32,83,1658,1403,138,3,84,2,11,17,1658,45,1613,1658,1376,282,1734,1658,930,728,1734,1658,76,664,148
Census Tract 2003.09,"Census Tract 2003.09, Montgomery County, Pennsylvania",42091200309,140,0,42,91,20,,200309,2660,2660,2498,51,2,55,1,9,44,960,922,18,1,12,0,3,4,960,14,946,960,914,46,973,960,885,75,973,960,13,210,57
Census Tract 2003.10,"Census Tract 2003.10, Montgomery County, Pennsylvania",42091200310,140,0,42,91,20,,200310,2845,2845,2694,50,0,44,0,26,31,1139,1090,23,0,14,0,7,5,1139,16,1123,1139,1081,58,1167,1139,906,233,1167,1139,28,361,54
Census Tract 2004.01,"Census Tract 2004.01, Montgomery County, Pennsylvania",42091200401,140,0,42,91,20,,200401,3259,3259,3078,65,8,45,0,39,24,1418,1359,23,1,15,0,11,9,1418,29,1389,1418,1343,75,1615,1418,842,576,1615,1418,197,589,103
Census Tract 2004.02,"Census Tract 2004.02, Montgomery County, Pennsylvania",42091200402,140,0,42,91,20,,200402,4101,4101,3720,132,13,71,2,66,97,1625,1513,50,4,19,2,21,16,1625,61,1564,1625,1481,144,1704,1625,1119,506,1704,1625,79,521,213
Census Tract 2005.01,"Census Tract 2005.01, Montgomery County, Pennsylvania",42091200501,140,0,42,91,20,,200501,4081,4081,3800,68,4,127,7,27,48,1345,1283,15,1,35,1,5,5,1345,15,1330,1345,1273,72,1360,1345,1264,81,1360,1345,15,256,76
Census Tract 2005.02,"Census Tract 2005.02, Montgomery County, Pennsylvania",42091200502,140,0,42,91,20,,200502,5420,5420,4459,393,18,286,0,123,141,2236,1895,172,8,85,0,40,36,2236,101,2135,2236,1840,396,2461,2236,1063,1173,2461,2236,225,855,331
