g_yr,g_cy,Geo_FIPS,g_id,g_st,t_h,t_h_as,t_h_bl,t_h_hi,t_h_mr,t_h_n_hi,t_h_na,t_h_nf,t_h_nh,t_h_nw,t_h_or,t_h_or_fm,t_h_or_nf,t_h_wa,t_h_wh,t_h_wh_fm,t_h_wh_nf,t_p,t_p_as,t_p_bl,t_p_mr,t_p_na,t_p_nh,t_p_or,t_p_wh,t_u,t_u_oc,t_u_oc_oo,t_u_oc_ro,t_u_vc
1960,46,420910M0089A00,42,42,,,,,,,,135,,,0,0,0,,967,832,135,3302,,0,,,,0,3302,1032,998,749,249,13
1960,46,420910M0089B00,42,42,,,,,,,,472,,,40,25,15,,2412,1955,457,7783,,202,,,,2,7579,2440,2388,1756,632,38
1960,46,420910M0089C00,42,42,,,,,,,,350,,,183,129,54,,1207,911,296,3900,,807,,,,1,3092,1259,1201,817,384,30
1960,46,420910M0089D00,42,42,,,,,,,,655,,,5,0,5,,1423,773,650,3565,,17,,,,0,3548,1553,1423,528,895,82
1960,46,420910M0090000,42,42,,,,,,,,72,,,67,56,11,,533,472,61,2231,,456,,,,9,1766,615,615,350,265,4
1960,46,420910M0091000,42,42,,,,,,,,43,,,14,14,0,,536,493,43,1987,,49,,,,0,1938,592,562,499,63,7
1960,46,420910M0092000,42,42,,,,,,,,166,,,29,29,0,,996,830,166,3501,,131,,,,6,3364,1064,1027,812,215,13
1960,46,420910M0101000,42,42,,,,,,,,74,,,9,9,0,,1172,1098,74,4477,,2,,,,9,4466,1225,1208,1032,176,11
1960,46,420910M0102000,42,42,,,,,,,,27,,,4,0,4,,867,844,23,3135,,1,,,,0,3134,889,877,858,19,3
1960,46,420910M0103000,42,42,,,,,,,,133,,,3,0,3,,1110,980,130,3963,,13,,,,1,3949,1103,1080,972,108,5
1960,46,420910M0104000,42,42,,,,,,,,130,,,9,0,9,,1221,1100,121,4634,,11,,,,1,4622,1283,1237,1115,122,26
1960,46,420910M0105000,42,42,,,,,,,,252,,,20,0,20,,1254,1022,232,4443,,22,,,,6,4415,1272,1244,1121,123,8
1960,51,4210100001A000,42,42,,,,,,,,12,,,0,0,0,,93,81,12,397,,0,,,,7,390,108,101,77,24,1
1960,51,4210100001B000,42,42,,,,,,,,864,,,143,67,76,,3317,2529,788,12102,,386,,,,45,11671,3781,3564,2320,1244,91
1960,51,4210100001C000,42,42,,,,,,,,656,,,21,10,11,,3767,3122,645,13613,,143,,,,5,13465,4087,3958,2791,1167,82
1960,51,4210100002A000,42,42,,,,,,,,419,,,379,234,145,,1184,910,274,4780,,1341,,,,1,3438,1420,1290,733,557,61
1960,51,4210100002B000,42,42,,,,,,,,809,,,468,194,274,,2136,1601,535,8025,,1665,,,,6,6354,2468,2208,1231,977,133
1960,51,4210100003A000,42,42,,,,,,,,600,,,475,266,209,,1042,651,391,3787,,1852,,,,1,1934,1308,1159,403,756,61
1960,51,4210100003B000,42,42,,,,,,,,787,,,412,143,269,,1282,764,518,4131,,1180,,,,0,2951,1671,1171,586,585,451
1960,51,4210100004A000,42,42,,,,,,,,622,,,373,175,198,,919,495,424,2990,,1374,,,,2,1614,1108,966,265,701,95
1960,51,4210100004B000,42,42,,,,,,,,1351,,,988,370,618,,1353,620,733,3981,,2681,,,,14,1286,1440,1287,278,1009,104
1960,51,4210100005A000,42,42,,,,,,,,1005,,,257,77,180,,1455,630,825,3378,,685,,,,3,2690,1622,1408,360,1048,88
1960,51,4210100006A000,42,42,,,,,,,,154,,,57,19,38,,185,69,116,421,,138,,,,2,281,219,209,80,129,8
1960,51,4210100007A000,42,42,,,,,,,,4209,,,1433,466,967,,4348,1106,3242,7219,,3117,,,,75,4027,4150,3729,229,3500,301
1960,51,4210100007C000,42,42,,,,,,,,4839,,,1441,364,1077,,5409,1647,3762,9860,,3191,,,,56,6613,5223,4791,1047,3744,202
1960,51,4210100008A000,42,42,,,,,,,,190,,,4,0,4,,226,40,186,286,,4,,,,3,279,242,225,9,216,16
1960,51,4210100008B000,42,42,,,,,,,,1922,,,42,21,21,,2258,357,1901,3240,,92,,,,50,3098,2209,2072,149,1923,103
1960,51,4210100008C000,42,42,,,,,,,,1305,,,29,0,29,,1666,390,1276,2432,,12,,,,11,2409,1730,1687,474,1213,41
1960,51,4210100008D000,42,42,,,,,,,,2337,,,28,6,22,,3297,982,2315,5191,,42,,,,15,5134,3380,3211,399,2812,130
1960,51,4210100009A000,42,42,,,,,,,,80,,,9,0,9,,71,0,71,71,,8,,,,0,63,39,39,0,39,1
1960,51,4210100009B000,42,42,,,,,,,,1084,,,12,0,12,,1217,145,1072,1575,,18,,,,9,1548,1076,949,28,921,115
1960,51,4210100010A000,42,42,,,,,,,,1340,,,288,85,203,,1272,135,1137,1735,,103,,,,509,1123,638,576,56,520,41
1960,51,4210100010B000,42,42,,,,,,,,1770,,,70,10,60,,2054,344,1710,2915,,66,,,,53,2796,1852,1741,189,1552,87
1960,51,4210100011A000,42,42,,,,,,,,341,,,152,89,63,,598,320,278,1850,,613,,,,9,1228,649,581,187,394,53
1960,51,4210100012A000,42,42,,,,,,,,402,,,198,119,79,,717,394,323,2142,,723,,,,7,1412,737,673,152,521,42
1960,51,4210100012B000,42,42,,,,,,,,234,,,130,77,53,,394,213,181,1284,,533,,,,8,743,417,362,127,235,27
1960,51,4210100013A000,42,42,,,,,,,,721,,,671,423,248,,1176,703,473,4850,,3461,,,,11,1378,1490,1386,211,1175,40
1960,51,4210100013B000,42,42,,,,,,,,1092,,,483,198,285,,1089,282,807,2369,,1609,,,,16,744,869,802,76,726,8
1960,51,4210100014A000,42,42,,,,,,,,1938,,,1808,977,831,,2236,1129,1107,9106,,8157,,,,29,920,3057,2714,258,2456,156
1960,51,4210100014B000,42,42,,,,,,,,386,,,106,45,61,,494,169,325,1237,,403,,,,15,819,452,405,104,301,40
1960,51,4210100015A000,42,42,,,,,,,,1849,,,1191,541,650,,2154,955,1199,6183,,3612,,,,91,2480,2378,2117,256,1861,200
1960,51,4210100015B000,42,42,,,,,,,,726,,,43,20,23,,1435,732,703,3132,,217,,,,20,2895,1649,1475,124,1351,142
1960,51,4210100015C000,42,42,,,,,,,,1113,,,981,609,372,,1956,1215,741,8615,,5189,,,,15,3411,2385,2173,919,1254,155
1960,51,4210100015D000,42,42,,,,,,,,813,,,50,45,5,,2603,1795,808,8769,,221,,,,23,8525,3110,2911,1594,1317,166
1960,51,4210100015E000,42,42,,,,,,,,1667,,,413,218,195,,3084,1612,1472,9289,,1649,,,,39,7601,3511,3086,508,2578,354
1960,51,4210100016A000,42,42,,,,,,,,814,,,152,79,73,,1694,953,741,5221,,567,,,,67,4587,1726,1562,702,860,134
1960,51,4210100017A000,42,42,,,,,,,,724,,,145,104,41,,1971,1288,683,6890,,469,,,,55,6366,2429,2095,920,1175,212
1960,51,4210100018A000,42,42,,,,,,,,274,,,0,0,0,,941,667,274,3275,,1,,,,4,3270,1105,974,613,361,73
1960,51,4210100018B000,42,42,,,,,,,,694,,,0,0,0,,2464,1770,694,8802,,0,,,,15,8787,2781,2550,1823,727,130
1960,51,4210100018D000,42,42,,,,,,,,164,,,0,0,0,,823,659,164,3118,,4,,,,2,3116,923,884,694,190,13
1960,51,4210100019A000,42,42,,,,,,,,988,,,91,55,36,,2480,1528,952,7938,,340,,,,47,7551,2510,2345,1325,1020,108
1960,51,4210100019B000,42,42,,,,,,,,1034,,,301,192,109,,2727,1802,925,9250,,1435,,,,47,7768,3060,2777,1603,1174,217
1960,51,4210100019C000,42,42,,,,,,,,370,,,18,14,4,,1234,868,366,4462,,97,,,,28,4337,1517,1359,802,557,124
1960,51,4210100019D000,42,42,,,,,,,,625,,,164,94,70,,1825,1270,555,6631,,741,,,,51,5839,2074,1917,1132,785,97
1960,51,4210100019E000,42,42,,,,,,,,423,,,116,93,23,,1376,976,400,5387,,594,,,,69,4724,1596,1463,893,570,93
1960,51,4210100020A000,42,42,,,,,,,,1151,,,1467,1005,462,,2027,1338,689,9090,,7256,,,,67,1767,2429,2227,690,1537,135
1960,51,4210100020B000,42,42,,,,,,,,2366,,,2194,1055,1139,,2332,1105,1227,7211,,6942,,,,32,237,2530,2219,299,1920,136
1960,51,4210100020D000,42,42,,,,,,,,1544,,,1325,809,516,,2536,1508,1028,9047,,5607,,,,34,3406,2848,2645,437,2208,166
1960,51,4210100020E000,42,42,,,,,,,,924,,,1031,690,341,,1821,1238,583,7037,,4305,,,,33,2699,2198,1964,380,1584,160
1960,51,4210100021A000,42,42,,,,,,,,579,,,9,5,4,,871,296,575,1416,,9,,,,27,1380,700,689,85,604,8
1960,51,4210100021B000,42,42,,,,,,,,78,,,4,4,0,,398,320,78,1292,,8,,,,1,1283,433,412,291,121,9
1960,51,4210100021C000,42,42,,,,,,,,4,,,0,0,0,,23,19,4,64,,0,,,,0,64,19,19,4,15,0
1960,51,4210100021D000,42,42,,,,,,,,8,,,0,0,0,,410,402,8,1507,,6,,,,0,1501,431,421,404,17,4
1960,51,4210100021F000,42,42,,,,,,,,32,,,0,0,0,,302,270,32,1068,,1,,,,0,1067,315,301,237,64,7
1960,51,4210100021H000,42,42,,,,,,,,8,,,4,4,0,,189,181,8,561,,5,,,,0,556,183,169,147,22,1
1960,51,4210100021J000,42,42,,,,,,,,38,,,0,0,0,,313,275,38,1082,,2,,,,6,1074,334,323,277,46,5
1960,51,4210100021K000,42,42,,,,,,,,40,,,0,0,0,,286,246,40,1004,,0,,,,0,1004,286,282,239,43,1
1960,51,4210100021L000,42,42,,,,,,,,72,,,0,0,0,,921,849,72,3574,,2,,,,3,3569,1103,996,941,55,10
1960,51,4210100021N000,42,42,,,,,,,,233,,,17,17,0,,1329,1096,233,4756,,82,,,,0,4674,1369,1343,1072,271,17
1960,51,4210100021Q000,42,42,,,,,,,,181,,,0,0,0,,766,585,181,2562,,12,,,,3,2547,802,782,662,120,17
1960,51,4210100021R000,42,42,,,,,,,,523,,,20,16,4,,1473,954,519,4576,,63,,,,1,4512,1435,1407,1055,352,14
1960,51,4210100021S000,42,42,,,,,,,,331,,,148,121,27,,1517,1213,304,5851,,570,,,,8,5273,1761,1677,1170,507,57
1960,51,4210100021T000,42,42,,,,,,,,303,,,14,14,0,,1829,1526,303,7077,,99,,,,1,6977,2088,2009,1623,386,50
1960,51,4210100021U000,42,42,,,,,,,,183,,,0,0,0,,757,574,183,2338,,0,,,,2,2336,774,736,590,146,4
1960,51,4210100021V000,42,42,,,,,,,,274,,,0,0,0,,1204,930,274,4033,,6,,,,0,4027,1350,1289,868,421,39
1960,51,4210100022A000,42,42,,,,,,,,362,,,346,280,66,,1377,1081,296,5134,,1325,,,,12,3797,1441,1406,1198,208,27
1960,51,4210100022B000,42,42,,,,,,,,54,,,73,68,5,,313,264,49,1307,,411,,,,8,888,401,327,242,85,73
1960,51,4210100022C000,42,42,,,,,,,,70,,,167,159,8,,774,712,62,2590,,545,,,,10,2035,793,786,621,165,5
1960,51,4210100022D000,42,42,,,,,,,,435,,,489,429,60,,1903,1528,375,5864,,1540,,,,16,4308,1991,1948,1378,570,26
1960,51,4210100022E000,42,42,,,,,,,,330,,,85,67,18,,1091,779,312,3431,,288,,,,5,3138,1141,1111,785,326,10
1960,51,4210100022F000,42,42,,,,,,,,234,,,7,0,7,,998,771,227,3244,,1,,,,9,3234,1009,989,769,220,4
1960,51,4210100022G000,42,42,,,,,,,,229,,,13,0,13,,715,499,216,2176,,5,,,,1,2170,733,705,405,300,22
1960,51,4210100022H000,42,42,,,,,,,,148,,,0,0,0,,472,324,148,1559,,2,,,,0,1557,498,486,362,124,4
1960,51,4210100022I000,42,42,,,,,,,,233,,,25,5,20,,275,62,213,497,,10,,,,4,483,98,98,77,21,1
1960,51,4210100022J000,42,42,,,,,,,,599,,,4,0,4,,638,43,595,741,,8,,,,7,726,63,58,54,4,1
1960,51,4210100022K000,42,42,,,,,,,,521,,,1165,971,194,,1742,1415,327,6535,,4671,,,,38,1826,2029,1970,1377,593,39
1960,51,4210100022L000,42,42,,,,,,,,1226,,,1599,1298,301,,3139,2214,925,10208,,5756,,,,81,4371,3368,3225,1892,1333,110
1960,51,4210100022M000,42,42,,,,,,,,189,,,46,42,4,,784,599,185,2738,,208,,,,0,2530,830,817,670,147,10
1960,51,4210100022N000,42,42,,,,,,,,991,,,277,165,112,,2353,1474,879,7727,,1002,,,,17,6708,2373,2236,1412,824,88
1960,51,4210100022O000,42,42,,,,,,,,764,,,526,327,199,,1390,825,565,4695,,2348,,,,1,2346,1442,1358,650,708,53
1960,51,4210100022P000,42,42,,,,,,,,722,,,381,238,143,,1930,1351,579,6536,,1411,,,,10,5115,2137,1983,1275,708,80
1960,51,4210100023A000,42,42,,,,,,,,106,,,0,0,0,,325,219,106,999,,1,,,,1,997,315,306,233,73,2
1960,51,4210100023B000,42,42,,,,,,,,244,,,0,0,0,,1722,1478,244,5793,,0,,,,0,5793,1847,1813,1566,247,18
1960,51,4210100023D000,42,42,,,,,,,,493,,,9,9,0,,2224,1731,493,6938,,0,,,,8,6930,2436,2391,1902,489,21
1960,51,4210100023E000,42,42,,,,,,,,922,,,0,0,0,,2288,1366,922,5940,,7,,,,7,5926,2474,2386,1175,1211,69
1960,51,4210100023F000,42,42,,,,,,,,332,,,5,0,5,,1212,885,327,4051,,18,,,,4,4029,1356,1298,809,489,32
1960,51,4210100023G000,42,42,,,,,,,,1001,,,361,293,68,,2755,1822,933,8391,,1624,,,,13,6754,2949,2858,1729,1129,79
1960,51,4210100023H000,42,42,,,,,,,,330,,,67,47,20,,1617,1307,310,5580,,232,,,,11,5337,1767,1719,1230,489,26
1960,51,4210100023I000,42,42,,,,,,,,504,,,90,59,31,,1483,1010,473,4903,,432,,,,13,4458,1625,1524,908,616,61
1960,51,4210100023J000,42,42,,,,,,,,56,,,0,0,0,,398,342,56,1418,,2,,,,0,1416,448,430,356,74,11
1960,51,4210100023K000,42,42,,,,,,,,203,,,0,0,0,,807,604,203,2787,,0,,,,0,2787,938,894,670,224,24
1960,51,4210100024A000,42,42,,,,,,,,527,,,16,8,8,,1630,1111,519,4119,,33,,,,12,4074,1873,1605,401,1204,250
1960,51,4210100024B000,42,42,,,,,,,,0,,,0,0,0,,18,18,0,84,,0,,,,0,42,19,19,0,19,0
1960,51,4210100024C000,42,42,,,,,,,,1881,,,2217,1337,880,,2460,1459,1001,8487,,7867,,,,43,577,2564,2422,1060,1362,89
1960,51,4210100024D000,42,42,,,,,,,,2647,,,2950,1687,1263,,3104,1720,1384,11805,,11352,,,,14,439,3302,2992,1172,1820,209
1960,51,4210100024E000,42,42,,,,,,,,1136,,,1179,686,493,,1383,740,643,5081,,4647,,,,11,423,1590,1364,430,934,180
1960,51,4210100024F000,42,42,,,,,,,,2085,,,910,411,499,,2293,707,1586,5436,,2728,,,,45,2663,1939,1671,271,1400,216
1960,51,4210100024G000,42,42,,,,,,,,1404,,,1310,629,681,,1352,629,723,4075,,3991,,,,8,76,1522,1424,461,963,60
1960,51,4210100024H000,42,42,,,,,,,,1016,,,1096,607,489,,1148,621,527,4025,,3871,,,,6,148,1241,1174,472,702,36
1960,51,4210100024I000,42,42,,,,,,,,2144,,,1530,719,811,,2221,888,1333,6060,,4781,,,,31,1248,2213,2005,460,1545,164
1960,51,4210100024J000,42,42,,,,,,,,1428,,,1655,1142,513,,2588,1673,915,8857,,6396,,,,25,2436,3068,2794,1027,1767,235
1960,51,4210100024K000,42,42,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,,0,0,0,0,0,0,0
1960,51,4210100025A000,42,42,,,,,,,,806,,,8,4,4,,2910,2108,802,9533,,0,,,,20,9513,3327,3172,1945,1227,113
1960,51,4210100025B000,42,42,,,,,,,,379,,,106,90,16,,2369,2006,363,9258,,456,,,,28,8816,2728,2627,2184,443,67
1960,51,4210100025C000,42,42,,,,,,,,550,,,5,5,0,,3221,2671,550,12291,,0,,,,8,12283,3778,3648,2913,735,70
1960,51,4210100025D000,42,42,,,,,,,,89,,,4,4,0,,237,148,89,793,,0,,,,3,790,258,237,164,73,8
1960,51,4210100026A000,42,42,,,,,,,,1128,,,1008,503,505,,1244,621,623,3854,,3218,,,,12,624,1342,1239,503,736,84
1960,51,4210100026B000,42,42,,,,,,,,227,,,51,34,17,,1053,843,210,3947,,202,,,,18,3727,1273,1185,723,462,56
1960,51,4210100026C000,42,42,,,,,,,,302,,,8,4,4,,1915,1617,298,7641,,773,,,,1,6867,2109,2025,1436,589,66
1960,51,4210100026D000,42,42,,,,,,,,921,,,744,481,263,,3164,2506,658,11311,,2706,,,,11,8594,3451,3314,2241,1073,93
1960,51,4210100026E000,42,42,,,,,,,,1048,,,20,4,16,,5078,4046,1032,17403,,7,,,,19,17377,5320,5158,3837,1321,85
1960,51,4210100026F000,42,42,,,,,,,,30,,,3,0,3,,93,66,27,330,,12,,,,0,318,88,74,49,25,0
1960,51,4210100027A000,42,42,,,,,,,,2141,,,286,89,197,,2169,225,1944,2831,,460,,,,69,2302,859,767,90,677,62
1960,51,4210100027B000,42,42,,,,,,,,4433,,,392,165,227,,5102,896,4206,7337,,814,,,,198,6325,3591,3308,349,2959,220
1960,51,4210100027C000,42,42,,,,,,,,3031,,,395,171,224,,4173,1366,2807,7700,,908,,,,97,6695,4212,3905,566,3339,242
1960,51,4210100027D000,42,42,,,,,,,,677,,,295,183,112,,996,431,565,2434,,1035,,,,23,1376,1035,965,209,756,51
1960,51,4210100027E000,42,42,,,,,,,,3660,,,732,0,732,,2934,6,2928,3319,,857,,,,20,2442,6,6,0,6,0
1960,51,4210100028A000,42,42,,,,,,,,3158,,,4089,2578,1511,,4354,2707,1647,15698,,14971,,,,47,680,4759,4477,2471,2006,209
1960,51,4210100028B000,42,42,,,,,,,,1998,,,2648,1700,948,,2867,1817,1050,10574,,9915,,,,9,650,3055,2926,1626,1300,95
1960,51,4210100028C000,42,42,,,,,,,,2309,,,3693,2651,1042,,4272,3005,1267,16796,,14946,,,,32,1818,4621,4411,2755,1656,128
1960,51,4210100028D000,42,42,,,,,,,,1107,,,1552,1116,436,,2077,1406,671,7548,,6398,,,,1,1149,2166,2080,1290,790,69
1960,51,4210100029A000,42,42,,,,,,,,2371,,,2871,1766,1105,,3110,1844,1266,11241,,10706,,,,11,524,3522,3317,1601,1716,167
1960,51,4210100029B000,42,42,,,,,,,,9,,,6,3,3,,15,9,6,50,,6,,,,0,44,10,10,0,10,0
1960,51,4210100029C000,42,42,,,,,,,,1228,,,1410,1015,395,,2683,1850,833,9778,,5869,,,,20,3889,3017,2870,1861,1009,110
1960,51,4210100029D000,42,42,,,,,,,,1296,,,1575,972,603,,1790,1097,693,7181,,6514,,,,19,648,2037,1922,977,945,67
1960,51,4210100030A000,42,42,,,,,,,,4271,,,3051,970,2081,,3178,988,2190,7220,,6988,,,,36,196,3027,2821,531,2290,142
1960,51,4210100030B000,42,42,,,,,,,,2992,,,2590,1184,1406,,2976,1390,1586,9240,,7647,,,,27,1566,2960,2814,1206,1608,80
1960,51,4210100030C000,42,42,,,,,,,,3413,,,2551,882,1669,,2630,886,1744,7067,,6952,,,,16,99,2689,2461,508,1953,163
1960,51,4210100031A000,42,42,,,,,,,,823,,,7,3,4,,2790,1971,819,9982,,1,,,,29,9952,3353,3072,1810,1262,188
1960,51,4210100031B000,42,42,,,,,,,,592,,,12,8,4,,2895,2307,588,11091,,16,,,,18,11057,3378,3214,2481,733,81
1960,51,4210100032A000,42,42,,,,,,,,2336,,,1818,976,842,,2511,1017,1494,7942,,7148,,,,28,766,2608,2242,296,1946,239
1960,51,4210100032C000,42,42,,,,,,,,3663,,,3545,1785,1760,,3736,1833,1903,11541,,11145,,,,29,367,4138,3748,861,2887,319
1960,51,4210100032D000,42,42,,,,,,,,4310,,,4548,2429,2119,,4620,2429,2191,16833,,16711,,,,23,99,5176,4835,1253,3582,200
1960,51,4210100032E000,42,42,,,,,,,,2737,,,3939,2689,1250,,4366,2879,1487,17458,,16508,,,,38,912,4872,4635,2034,2601,157
1960,51,4210100032F000,42,42,,,,,,,,73,,,132,104,28,,168,123,45,723,,679,,,,0,44,202,184,68,116,15
1960,51,4210100033B000,42,42,,,,,,,,377,,,8,8,0,,2451,2074,377,8165,,0,,,,13,8152,2635,2549,1893,656,62
1960,51,4210100033C000,42,42,,,,,,,,227,,,0,0,0,,2576,2349,227,8593,,1,,,,9,8583,2729,2687,2519,168,27
1960,51,4210100033D000,42,42,,,,,,,,4,,,0,0,0,,39,35,4,150,,0,,,,0,150,50,50,35,15,2
1960,51,4210100033E000,42,42,,,,,,,,4,,,0,0,0,,47,43,4,280,,101,,,,1,178,48,48,40,8,3
1960,51,4210100033F000,42,42,,,,,,,,226,,,7,7,0,,889,663,226,2933,,33,,,,15,2885,1014,986,763,223,14
1960,51,4210100033G000,42,42,,,,,,,,627,,,8,8,0,,2912,2285,627,10261,,2,,,,22,10237,3348,3246,2538,708,76
1960,51,4210100033H000,42,42,,,,,,,,583,,,12,4,8,,2641,2066,575,9042,,3,,,,5,9034,2832,2769,2248,521,38
1960,51,4210100033I000,42,42,,,,,,,,880,,,0,0,0,,3445,2565,880,12045,,0,,,,25,12020,3921,3748,2744,1004,123
1960,51,4210100033J000,42,42,,,,,,,,997,,,9,4,5,,4137,3145,992,14153,,2,,,,44,14107,4738,4526,3324,1202,138
1960,51,4210100034I000,42,42,,,,,,,,822,,,283,258,25,,2524,1727,797,7970,,1077,,,,9,6884,2937,2823,1700,1123,82
1960,51,4210100034J000,42,42,,,,,,,,704,,,5,0,5,,1438,739,699,3982,,63,,,,6,3913,1342,1287,651,636,40
1960,51,4210100034K000,42,42,,,,,,,,20,,,4,0,4,,147,131,16,505,,7,,,,0,498,134,131,131,0,0
1960,51,4210100034M000,42,42,,,,,,,,155,,,4,4,0,,1499,1344,155,5633,,3,,,,0,5630,1656,1623,1448,175,14
1960,51,4210100034N000,42,42,,,,,,,,151,,,12,0,12,,2803,2664,139,10237,,5,,,,2,10230,2958,2928,2580,348,26
1960,51,4210100034O000,42,42,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,,0,8,4,0,0,0,0
1960,51,4210100034P000,42,42,,,,,,,,818,,,1389,1092,297,,2059,1538,521,7539,,5531,,,,23,1985,2316,2217,1565,652,68
1960,51,4210100034R000,42,42,,,,,,,,245,,,0,0,0,,1721,1476,245,6053,,0,,,,5,6048,1737,1698,1312,386,28
1960,51,4210100034S000,42,42,,,,,,,,1067,,,1367,1013,354,,2605,1892,713,8969,,5006,,,,14,3949,2816,2700,1848,852,82
1960,51,4210100035A000,42,42,,,,,,,,187,,,0,0,0,,817,630,187,2530,,6,,,,4,2520,894,845,589,256,35
1960,51,4210100035B000,42,42,,,,,,,,407,,,0,0,0,,2121,1714,407,6596,,2,,,,10,6584,2249,2160,1589,571,71
1960,51,4210100035C000,42,42,,,,,,,,413,,,0,0,0,,3631,3218,413,12358,,1,,,,0,12357,3854,3803,3107,696,27
1960,51,4210100035D000,42,42,,,,,,,,56,,,6,0,6,,231,181,50,654,,0,,,,5,649,228,220,126,94,4
1960,51,4210100035E000,42,42,,,,,,,,213,,,22,17,5,,2314,2106,208,8915,,0,,,,21,8894,2499,2449,1955,494,38
1960,51,4210100035F000,42,42,,,,,,,,168,,,4,4,0,,1449,1281,168,5249,,6,,,,14,5229,1580,1563,1077,486,9
1960,51,4210100035G000,42,42,,,,,,,,277,,,0,0,0,,1399,1122,277,4626,,2,,,,1,4623,1407,1386,1116,270,15
1960,51,4210100036A000,42,42,,,,,,,,1706,,,1497,659,838,,1531,663,868,4614,,4554,,,,10,50,1472,1429,625,804,27
1960,51,4210100036B000,42,42,,,,,,,,1763,,,2167,1354,813,,2710,1760,950,9998,,7845,,,,96,2057,3005,2890,1614,1276,64
1960,51,4210100036C000,42,42,,,,,,,,821,,,1097,725,372,,1252,803,449,5046,,4495,,,,22,529,1373,1332,780,552,28
1960,51,4210100036D000,42,42,,,,,,,,827,,,632,430,202,,3533,2908,625,14971,,2755,,,,39,12177,4164,4026,2389,1637,69
1960,51,4210100036E000,42,42,,,,,,,,95,,,152,114,38,,265,208,57,1000,,553,,,,1,446,287,267,171,96,8
1960,51,4210100036F000,42,42,,,,,,,,763,,,908,611,297,,2422,1956,466,9677,,3340,,,,15,6322,2737,2642,1869,773,61
1960,51,4210100037A000,42,42,,,,,,,,766,,,84,45,39,,1237,510,727,2833,,115,,,,66,2652,1157,1062,454,608,69
1960,51,4210100037B000,42,42,,,,,,,,727,,,421,322,99,,1626,998,628,5088,,1769,,,,31,3288,1783,1686,1009,677,86
1960,51,4210100037C000,42,42,,,,,,,,877,,,1049,645,404,,1153,680,473,3975,,3768,,,,10,197,1284,1173,418,755,61
1960,51,4210100037F000,42,42,,,,,,,,1285,,,1409,935,474,,1922,1111,811,6842,,5632,,,,43,1167,2047,1906,924,982,117
1960,51,4210100038A000,42,42,,,,,,,,270,,,118,85,33,,1103,866,237,4033,,560,,,,0,3473,1279,1218,896,322,36
1960,51,4210100038C000,42,42,,,,,,,,423,,,8,4,4,,900,481,419,1985,,9,,,,5,1971,951,917,247,670,14
1960,51,4210100038D000,42,42,,,,,,,,673,,,100,84,16,,2798,2141,657,10428,,481,,,,29,9918,3077,2975,1763,1212,72
1960,51,4210100038E000,42,42,,,,,,,,198,,,57,57,0,,1234,1036,198,5432,,409,,,,17,5006,1523,1468,578,890,51
1960,51,4210100038F000,42,42,,,,,,,,352,,,0,0,0,,1800,1448,352,6510,,20,,,,3,6487,1944,1902,1655,247,24
1960,51,4210100038G000,42,42,,,,,,,,2185,,,2589,1767,822,,3552,2189,1363,11361,,9111,,,,17,2233,3845,3560,1571,1989,241
1960,51,4210100038H000,42,42,,,,,,,,4366,,,3453,2148,1305,,5892,2831,3061,15552,,11305,,,,37,4210,5734,5373,2272,3101,303
1960,51,4210100038I000,42,42,,,,,,,,481,,,471,336,135,,1501,1155,346,5593,,1836,,,,3,3754,1686,1600,1085,515,59
1960,51,4210100038J000,42,42,,,,,,,,748,,,147,98,49,,3458,2759,699,12694,,774,,,,17,11903,3960,3796,3081,715,131
1960,51,4210100039A000,42,42,,,,,,,,4,,,0,0,0,,12,8,4,24,,0,,,,0,14,8,8,4,4,0
1960,51,4210100039B000,42,42,,,,,,,,656,,,74,43,31,,4101,3476,625,15081,,182,,,,36,14863,4512,4379,3542,837,80
1960,51,4210100039C000,42,42,,,,,,,,875,,,460,346,114,,5016,4255,761,18671,,2138,,,,40,16493,5728,5477,3828,1649,167
1960,51,4210100039D000,42,42,,,,,,,,575,,,11,0,11,,4035,3471,564,14372,,13,,,,23,14336,4270,4116,3253,863,95
1960,51,4210100039E000,42,42,,,,,,,,123,,,12,4,8,,1204,1089,115,4293,,0,,,,6,4287,1323,1297,1172,125,12
1960,51,4210100039F000,42,42,,,,,,,,59,,,71,57,14,,405,360,45,1584,,302,,,,5,1277,443,436,365,71,4
1960,51,4210100039G000,42,42,,,,,,,,34,,,0,0,0,,196,162,34,721,,0,,,,0,721,199,196,171,25,1
1960,51,4210100039H000,42,42,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,,0,0,0,0,0,0,0
1960,51,4210100039K000,42,42,,,,,,,,886,,,66,0,66,,901,81,820,1128,,52,,,,5,1075,81,81,0,81,3
1960,51,4210100040A000,42,42,,,,,,,,540,,,54,45,9,,2351,1820,531,8056,,176,,,,4,7886,2587,2500,1688,812,57
1960,51,4210100040B000,42,42,,,,,,,,361,,,0,0,0,,1474,1113,361,5556,,8,,,,4,5544,1627,1587,1203,384,25
1960,51,4210100040C000,42,42,,,,,,,,357,,,0,0,0,,2578,2221,357,9501,,1,,,,13,9487,2754,2683,2306,377,43
1960,51,4210100040D000,42,42,,,,,,,,0,,,0,0,0,,0,0,0,0,,0,,,,0,0,0,0,0,0,0
