Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_state,Geo_county,SE_T001_001,SE_T009_001,SE_T009_002,SE_T009_003,SE_T009_004,SE_T050_001,SE_T051_001,SE_T051_002,SE_T051_003,SE_T051_004,SE_T051_005,SE_T056_001,SE_T056_002,SE_T056_003
"42Q","Census Tract 42Q, Philadelphia County, Pennsylvania","140","4210104217000","42","101",7484,7484,7470,0,14,2195,2195,2145,50,45,5,2145,1213,932
"42R","Census Tract 42R, Philadelphia County, Pennsylvania","140","4210104218000","42","101",3614,3614,3611,3,0,1115,1115,1091,24,24,0,1091,768,323
"42S","Census Tract 42S, Philadelphia County, Pennsylvania","140","4210104219000","42","101",3633,3633,3621,12,0,1076,1076,1019,57,47,10,1019,515,504
"42T","Census Tract 42T, Philadelphia County, Pennsylvania","140","4210104220000","42","101",4485,4485,4477,7,1,1387,1387,1294,93,93,0,1294,595,699
"42U","Census Tract 42U, Philadelphia County, Pennsylvania","140","4210104221000","42","101",7217,7217,6635,579,3,1955,1955,1907,48,45,3,1907,919,988
"42V","Census Tract 42V, Philadelphia County, Pennsylvania","140","4210104222000","42","101",5874,5874,5856,17,1,1898,1898,1619,279,217,62,1619,686,933
"42W","Census Tract 42W, Philadelphia County, Pennsylvania","140","4210104223000","42","101",3406,3406,3351,55,0,1160,1160,1070,90,90,0,1070,429,641
"42X","Census Tract 42X, Philadelphia County, Pennsylvania","140","4210104224000","42","101",132,132,130,2,0,20,20,18,2,1,1,18,12,6
"42Y","Census Tract 42Y, Philadelphia County, Pennsylvania","140","4210104225000","42","101",4463,4463,4459,4,0,1164,1164,1113,51,50,1,1113,530,583
"42Z","Census Tract 42Z, Philadelphia County, Pennsylvania","140","4210104226000","42","101",3729,3729,3729,0,0,1086,1086,1053,33,33,0,1053,599,454
"42AA","Census Tract 42AA, Philadelphia County, Pennsylvania","140","4210104227000","42","101",8127,8127,8121,3,3,2272,2272,2226,46,44,2,2226,1295,931
"42BB","Census Tract 42BB, Philadelphia County, Pennsylvania","140","4210104228000","42","101",3825,3825,3818,7,0,1029,1029,1010,19,16,3,1010,517,493
"42CC","Census Tract 42CC, Philadelphia County, Pennsylvania","140","4210104229000","42","101",110,110,110,0,0,27,27,27,0,0,0,27,9,18
"42DD","Census Tract 42DD, Philadelphia County, Pennsylvania","140","4210104230000","42","101",9312,9312,9306,2,4,2447,2447,2389,58,55,3,2389,1152,1237
"42EE","Census Tract 42EE, Philadelphia County, Pennsylvania","140","4210104231000","42","101",6389,6389,6387,1,1,1825,1825,1790,35,31,4,1790,873,917
"42FF","Census Tract 42FF, Philadelphia County, Pennsylvania","140","4210104232000","42","101",2776,2776,2773,2,1,789,789,769,20,20,0,769,331,438
"42GG","Census Tract 42GG, Philadelphia County, Pennsylvania","140","4210104233000","42","101",8786,8786,8777,6,3,2326,2326,2262,64,62,2,2262,1081,1181
"42HH","Census Tract 42HH, Philadelphia County, Pennsylvania","140","4210104234000","42","101",10064,10064,10015,31,18,3014,3014,2887,127,116,11,2887,1314,1573
"42II","Census Tract 42II, Philadelphia County, Pennsylvania","140","4210104235000","42","101",4943,4943,4932,7,4,1392,1392,1356,36,34,2,1356,716,640
"42JJ","Census Tract 42JJ, Philadelphia County, Pennsylvania","140","4210104236000","42","101",1588,1588,1588,0,0,435,435,418,17,17,0,418,168,250
"42KK","Census Tract 42KK, Philadelphia County, Pennsylvania","140","4210104237000","42","101",4385,4385,4381,4,0,1196,1196,1170,26,26,0,1170,632,538
"43A","Census Tract 43A, Philadelphia County, Pennsylvania","140","4210104301000","42","101",8240,8240,8238,1,1,2348,2348,2317,31,30,1,2317,1449,868
"43B","Census Tract 43B, Philadelphia County, Pennsylvania","140","4210104302000","42","101",7146,7146,6797,346,3,1918,1918,1844,74,72,2,1844,851,993
"43C","Census Tract 43C, Philadelphia County, Pennsylvania","140","4210104303000","42","101",6407,6407,6013,387,7,1811,1811,1713,98,97,1,1713,756,957
"43D","Census Tract 43D, Philadelphia County, Pennsylvania","140","4210104304000","42","101",17434,17434,17254,171,9,4754,4754,4627,127,118,9,4627,2415,2212
"43E","Census Tract 43E, Philadelphia County, Pennsylvania","140","4210104305000","42","101",11522,11522,11514,1,7,3293,3293,3185,108,101,7,3185,1543,1642
"44A","Census Tract 44A, Philadelphia County, Pennsylvania","140","4210104401000","42","101",13226,13226,11946,1275,5,3160,3160,2993,167,158,9,2993,1081,1912
"44B","Census Tract 44B, Philadelphia County, Pennsylvania","140","4210104402000","42","101",16221,16221,6614,9585,22,3947,3947,3854,93,91,2,3854,839,3015
"44C","Census Tract 44C, Philadelphia County, Pennsylvania","140","4210104403000","42","101",14296,14296,10124,4131,41,4217,4217,4035,182,181,1,4035,1264,2771
"45A","Census Tract 45A, Philadelphia County, Pennsylvania","140","4210104501000","42","101",3569,3569,3567,0,2,855,855,840,15,15,0,840,561,279
"45B","Census Tract 45B, Philadelphia County, Pennsylvania","140","4210104502000","42","101",12,12,12,0,0,8,8,8,0,0,0,8,2,6
"45C","Census Tract 45C, Philadelphia County, Pennsylvania","140","4210104503000","42","101",6885,6885,6884,1,0,1619,1619,1603,16,14,2,1603,1116,487
"45D","Census Tract 45D, Philadelphia County, Pennsylvania","140","4210104504000","42","101",362,362,362,0,0,89,89,89,0,0,0,89,29,60
"45E","Census Tract 45E, Philadelphia County, Pennsylvania","140","4210104505000","42","101",1189,1189,1188,1,0,322,322,281,41,41,0,281,134,147
"45F","Census Tract 45F, Philadelphia County, Pennsylvania","140","4210104506000","42","101",2118,2118,2113,0,5,630,630,619,11,11,0,619,283,336
"45G","Census Tract 45G, Philadelphia County, Pennsylvania","140","4210104507000","42","101",9037,9037,9033,0,4,2458,2458,2406,52,51,1,2406,1345,1061
"45H","Census Tract 45H, Philadelphia County, Pennsylvania","140","4210104508000","42","101",3151,3151,3096,55,0,756,756,747,9,8,1,747,458,289
"45I","Census Tract 45I, Philadelphia County, Pennsylvania","140","4210104509000","42","101",7994,7994,7978,16,0,1793,1793,1776,17,14,3,1776,1204,572
"45J","Census Tract 45J, Philadelphia County, Pennsylvania","140","4210104510000","42","101",1219,1219,1184,35,0,283,283,279,4,4,0,279,129,150
"45K","Census Tract 45K, Philadelphia County, Pennsylvania","140","4210104511000","42","101",21,21,21,0,0,12,12,8,4,2,2,8,0,8
"46A","Census Tract 46A, Philadelphia County, Pennsylvania","140","4210104601000","42","101",8982,8982,8789,186,7,3573,3573,3290,283,273,10,3290,447,2843
"46B","Census Tract 46B, Philadelphia County, Pennsylvania","140","4210104602000","42","101",10548,10548,9900,638,10,3357,3357,3176,181,171,10,3176,1050,2126
"46C","Census Tract 46C, Philadelphia County, Pennsylvania","140","4210104603000","42","101",8259,8259,7665,585,9,2245,2245,2122,123,114,9,2122,761,1361
"46D","Census Tract 46D, Philadelphia County, Pennsylvania","140","4210104604000","42","101",15169,15169,15147,13,9,4441,4441,4204,237,223,14,4204,1578,2626
"46E","Census Tract 46E, Philadelphia County, Pennsylvania","140","4210104605000","42","101",11151,11151,11094,49,8,2919,2919,2797,122,113,9,2797,1441,1356
"46F","Census Tract 46F, Philadelphia County, Pennsylvania","140","4210104606000","42","101",13191,13191,13180,7,4,3408,3408,3303,105,102,3,3303,1557,1746
"46G","Census Tract 46G, Philadelphia County, Pennsylvania","140","4210104607000","42","101",6655,6655,6639,3,13,1981,1981,1887,94,89,5,1887,971,916
"46H","Census Tract 46H, Philadelphia County, Pennsylvania","140","4210104608000","42","101",5874,5874,5810,64,0,2113,2113,1982,131,129,2,1982,690,1292
"46I","Census Tract 46I, Philadelphia County, Pennsylvania","140","4210104609000","42","101",5893,5893,5781,108,4,2399,2399,2232,167,155,12,2232,531,1701
"46J","Census Tract 46J, Philadelphia County, Pennsylvania","140","4210104610000","42","101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47A","Census Tract 47A, Philadelphia County, Pennsylvania","140","4210104701000","42","101",13686,13686,8447,5220,19,5151,5151,4618,533,520,13,4618,654,3964
"47B","Census Tract 47B, Philadelphia County, Pennsylvania","140","4210104702000","42","101",5108,5108,505,4598,5,1461,1461,1355,106,96,10,1355,166,1189
"47C","Census Tract 47C, Philadelphia County, Pennsylvania","140","4210104703000","42","101",10678,10678,3426,7249,3,2296,2296,2122,174,173,1,2122,321,1801
"47D","Census Tract 47D, Philadelphia County, Pennsylvania","140","4210104704000","42","101",2486,2486,1327,1155,4,837,837,755,82,82,0,755,68,687
"48A","Census Tract 48A, Philadelphia County, Pennsylvania","140","4210104801000","42","101",18950,18950,18874,67,9,4364,4364,4290,74,58,16,4290,2501,1789
"48B","Census Tract 48B, Philadelphia County, Pennsylvania","140","4210104802000","42","101",2881,2881,2881,0,0,619,619,612,7,6,1,612,400,212
"48C","Census Tract 48C, Philadelphia County, Pennsylvania","140","4210104803000","42","101",4958,4958,4950,7,1,1298,1298,1256,42,39,3,1256,574,682
"48D","Census Tract 48D, Philadelphia County, Pennsylvania","140","4210104804000","42","101",656,656,656,0,0,154,154,150,4,3,1,150,44,106
"48E","Census Tract 48E, Philadelphia County, Pennsylvania","140","4210104805000","42","101",133,133,133,0,0,32,32,32,0,0,0,32,12,20
"48F","Census Tract 48F, Philadelphia County, Pennsylvania","140","4210104806000","42","101",10,10,10,0,0,3,3,3,0,0,0,3,0,3
